art_id,keyword,key_id
55194,attention-deficit/hyperactivity disorder,884
56751,attitude,886
57497,attrition,898
45564,atypical antipsychotics,902
43913,atypical depression,903
56049,auc,904
57165,audit,905
56863,augmentation index,907
57380,australia,915
57321,autism,918
56809,autoimmunity,924
53764,autonomic,928
51722,autonomic dysfunction,930
52834,autonomic function,932
55249,autonomic nervous system,935
45401,autonomy,938
57742,autophagy,940
43869,autopsy,941
57785,avon longitudinal study of parents and children,947
57725,awareness,949
51284,back pain,959
48459,bacteria,960
36233,bacteroidetes,964
45530,bahrain,968
57600,balance,970
51291,band,976
57487,band erosion,977
50932,band migration,979
36112,bangladesh,984
57557,bardet-biedl syndrome,985
57769,bariatric surgery,993
57765,bariatrics,996
53058,baroreflex,1001
56003,baroreflex sensitivity,1002
46376,baros,1003
56229,barrett esophagus,1005
55796,barrier,1007
18825,basal insulin,1013
57562,basal metabolic rate,1014
51670,beck depression inventory,1029
46628,bed,1030
57059,behavior,1033
54679,behavior change,1034
55876,behavior modification,1037
57192,behavior therapy,1039
48112,behavioral,1040
55715,behavioral economics,1047
57419,behavioral intervention,1050
55715,behavioral medicine,1053
30569,behavioral problems,1055
55505,behavioral risk factor surveillance system,1058
30905,behavioral risk factors,1060
52836,behavioral science,1061
47567,behavioral strategy,1062
56644,behavioral therapy,1064
54589,behavioral treatment,1065
45303,behavioral weight loss,1066
57461,behaviour,1068
41079,behaviour change,1069
54168,beliefs,1079
55915,benign prostatic hyperplasia,1084
52212,benzimidazole,1086
52378,berberine,1090
47070,berlin questionnaire,1091
42567,berries,1092
57591,beta cell,1096
31837,beta cell function,1097
56812,beta-cell function,1103
56977,betaine,1105
25864,beverage,1113
57433,bias,1118
46461,bibliometrics,1120
52948,bicycling,1122
31527,bifidobacteria,1127
52466,bifidobacterium,1128
56600,bile acid,1135
56812,biliopancreatic diversion,1141
52810,biliopancreatic diversion with duodenal switch,1143
56153,bilirubin,1144
56141,binge eating,1148
57372,binge eating disorder,1149
55032,bioactive compound,1151
55032,bioavailability,1157
44819,biochemical parameter,1160
57033,bioelectrical impedance,1167
57319,bioelectrical impedance analysis,1168
52839,bioimpedance,1172
51829,bioinformatics,1173
56607,biological clock,1179
56411,biological marker,1180
57538,biomarker,1183
57750,biomechanics,1185
54351,biopsy,1192
56889,bipolar disorder,1201
57782,birth cohort,1203
52254,birth defect,1205
57112,birth order,1206
51295,birth size,1208
57736,birthweight,1212
56199,bisphenol a,1215
55809,blacks,1232
47612,bladder,1233
42549,bladder cancer,1234
57567,blastocyst,1235
56888,bleeding,1236
43720,blood,1238
54332,blood brain barrier,1239
57073,blood flow,1241
57790,blood lipid,1246
57785,blood pressure,1250
53693,blood pressure control,1251
53763,blood pressure monitoring,1255
52255,blood pressure variability,1258
57548,blood sugar,1260
49949,blount disease,1263
49571,blueberry,1264
34581,bod pod,1267
56265,body,1268
34581,body adiposity index,1270
57750,body composition,1272
51797,body condition,1273
53589,body contouring,1275
56919,body dissatisfaction,1278
53951,body esteem,1279
57579,body fat,1280
57547,body fat composition,1281
57797,body fat distribution,1282
52950,body fat mass,1284
50260,body fat percentage,1286
38557,body fatness,1287
43260,body habitus,1290
54840,body height,1291
57803,body image,1292
31821,body image dissatisfaction,1294
52734,body mass,1298
57785,body mass index,1300
51704,body mass index change,1301
41924,body mass index sds,1309
52208,body mass index z score,1311
36075,body perception,1317
47191,body satisfaction,1319
39094,body shape,1320
57498,body size,1322
56662,body surface area,1326
57351,body temperature,1327
57651,body weight,1331
56946,body weight and measure,1332
42765,body weight regulation,1338
53451,bodyweight,1350
50268,bombesin receptor subtype-3,1354
54358,bone,1355
56345,bone density,1359
48866,bone histomorphometry,1361
55976,bone loss,1362
51554,bone marker,1363
57482,bone mass,1366
46228,bone metabolism,1367
51560,bone mineral content,1368
43115,bone strength,1371
54105,bone turnover,1373
53654,botulinum toxin,1381
50250,bowel obstruction,1388
34485,boys,1390
56865,brachial artery,1391
57407,brain,1395
55365,brain derived neurotrophic factor,1398
57390,brain development,1399
42941,brain natriuretic peptide,1405
52022,brainstem,1411
55579,branched-chain amino acids,1412
57711,brazil,1415
57539,breakfast,1418
52835,breakfast skipping,1421
41006,breast,1422
57787,breast cancer,1423
54180,breast cancer survivor,1425
45546,breast feeding,1429
53201,breast milk,1430
57467,breast neoplasm,1431
57737,breast-feeding,1434
48404,breast-feeding duration,1435
50894,brjeson-forssman-lehmann syndrome,1443
48946,bromocriptine,1447
56152,bronchial asthma,1448
57663,brown adipose tissue,1454
54689,b-type natriuretic peptide,1461
55920,built environment,1462
56919,bulimia,1464
55368,bulimia nervosa,1465
50212,bullying,1466
48672,bupropion,1467
55022,burden,1468
40586,burden of disease,1470
50674,butyrate,1476
35744,bypass,1478
41992,c/ebp,1481
51900,c/ebpa,1482
57307,c57bl/6j mice,1487
54534,cachexia,1492
24711,caesarean delivery,1498
53015,caesarean section,1499
50803,cafeteria diet,1501
45993,caffeic acid,1502
57781,caffeine,1504
56345,calcifediol,1505
42224,calcification,1506
46662,calciphylaxis,1508
39602,calcitriol,1509
57517,calcitriol receptor,1510
57482,calcium,1511
53348,calcium intake,1514
57551,caloric intake,1522
57230,caloric restriction,1523
56697,calorie restriction,1528
56580,calorimetry,1530
54394,calory,1531
29635,cameroon,1534
56572,camp,1536
57624,canada,1540
57760,cancer,1543
53393,cancer prevention,1548
53415,cancer risk,1549
53984,cancer screening,1551
35869,cancer survivor,1554
56443,candidate gene,1556
56366,canine,1558
53931,cannabinoid,1560
54521,cannabinoid receptor,1561
53185,cannabinoid receptor type 1,1562
51669,cannabis,1565
57273,capsaicin,1572
57024,carbohydrate,1582
57798,carbohydrate metabolism,1586
57719,carbohydrate oxidation,1587
17443,carbon dioxide,1590
46444,carbonated beverages,1592
57723,carbonic anhydrase,1593
37710,carboplatin,1594
55038,carcinoma,1605
54689,cardiac,1606
49105,cardiac arrest,1608
46326,cardiac autonomic function,1610
57195,cardiac computed tomography,1611
43840,cardiac disease,1613
52911,cardiac dysfunction,1614
52134,cardiac function,1616
56660,cardiac hypertrophy,1617
55034,cardiac metabolism,1621
56160,cardiac output,1623
57731,cardiac rehabilitation,1624
39895,cardiac remodeling,1625
53165,cardiac surgery,1629
48214,cardiology,1635
54368,cardiometabolic,1636
54624,cardiometabolic disease,1637
57279,cardiometabolic risk,1639
57203,cardiometabolic risk factor,1640
57241,cardiomyopathy,1642
57394,cardioprotection,1643
56486,cardiorespiratory fitness,1648
57580,cardiovascular,1653
51207,cardiovascular complication,1654
57778,cardiovascular disease,1655
28523,cardiovascular disease prevention,1658
49991,cardiovascular disease risk,1659
57653,cardiovascular disease risk factor,1661
48818,cardiovascular event,1663
36668,cardiovascular fitness,1664
51977,cardiovascular function,1665
55072,cardiovascular health,1666
50734,cardiovascular magnetic resonance,1667
54080,cardiovascular mortality,1668
28000,cardiovascular outcome,1669
51476,cardiovascular prevention,1671
57610,caregivers,1677
50507,caribbean,1680
45978,caries,1681
56942,carnitine,1682
56984,carotenoid,1688
41962,carotid,1689
52086,carotid arteries,1690
56865,carotid artery,1691
54078,carotid artery intimamedia thickness,1693
57357,carotid atherosclerosis,1694
56576,carotid intima media thickness,1696
52805,carotid plaque,1697
36347,carpal tunnel syndrome,1702
36285,cart,1705
50633,cartilage,1706
46644,case report,1713
56611,case-control,1714
57679,case-control study,1715
48291,caspase,1718
53015,cataplexy,1723
54996,cataract,1724
57737,catch-up growth,1727
57307,catechin,1729
55611,catechins,1730
57130,catecholamine,1731
43881,catheter,1735
47070,catheter ablation,1736
57463,cats,1738
51246,cattle,1739
46307,caucasian,1740
57231,causality,1746
45132,cause of death,1748
51311,caveolae,1750
55817,cd36,1758
49803,cdc,1765
52739,celiac disease,1773
40898,cell culture,1777
19509,cell cycle,1778
57174,cell death,1780
44776,cell differentiation,1781
53686,cell dysfunction,1782
56375,cell function,1783
56618,cell proliferation,1785
53801,cellbio,1788
48553,cellular phone,1792
57190,cellulite,1793
49803,centers for disease control and prevention,1796
56201,central adiposity,1799
56716,central nervous system,1804
57728,central obesity,1806
55750,central sleep apnea,1807
56663,ceramide,1811
55448,cereal,1812
51939,cerebral blood flow,1815
52480,cerebral infarction,1818
38164,cerebral palsy,1822
27367,cerebrospinal fluid,1823
54102,cerebrovascular disease,1826
36105,ceruloplasmin,1830
55882,cervical cancer,1831
46515,cesarean,1832
56130,cesarean delivery,1833
57414,cesarean section,1834
56893,c-fos,1836
49185,change,1844
55537,characteristics,1849
43580,cheese,1851
53959,chemerin,1853
53270,chemokine,1862
43490,chemometrics,1863
55241,chemoprevention,1864
57174,chemotherapy,1866
49844,chick,1873
50121,chicken,1874
57530,child,1876
54592,child abuse,1877
56135,child and adolescent,1878
55148,child and adolescent health,1879
46634,child behavior,1882
55508,child care,1883
55993,child development,1884
54967,child eating behavior,1885
50782,child feeding practice,1888
35905,child growth,1892
56733,child health,1893
55995,child neglect,1896
57063,child nutrition,1897
50130,child overweight,1900
54408,childcare,1912
57461,childhood,1916
44825,childhood cancer,1923
56499,childhood cancer survivor,1924
57686,childhood obesity,1929
57281,childhood obesity prevention,1930
56559,childhood overweight,1931
57778,children,1934
55796,children and adolescent,1935
49464,chile,1953
53590,china,1954
57330,chinese,1956
51677,chinese population,1962
52250,chinese women,1964
56988,chitosan,1968
45993,chlorogenic acid,1971
42010,chocolate,1974
40461,choice,1975
56720,cholecalciferol,1979
55529,cholecystectomy,1980
54310,cholecystitis,1981
55775,cholecystokinin,1982
48942,cholelithiasis,1986
57508,cholesterol,1990
50513,cholesterol efflux,1993
43599,cholesterol metabolism,1994
43728,cholesterol synthesis,1995
45184,cholesteryl ester transfer protein,1996
41671,chromatin,2005
49484,chromium,2006
54863,chronic,2008
30244,chronic complications,2012
51872,chronic conditions,2013
56892,chronic disease,2014
50675,chronic disease prevention,2015
23433,chronic energy deficiency,2018
53916,chronic heart failure,2021
57564,chronic hepatitis c,2024
54820,chronic illness,2027
55095,chronic inflammation,2028
57433,chronic kidney disease,2030
51107,chronic liver disease,2032
50694,chronic migraine,2035
57326,chronic obstructive pulmonary disease,2036
49272,chronic pain,2037
56117,chronic periodontitis,2038
53066,chronic renal failure,2040
54764,chronic stress,2042
45995,chronic venous disease,2044
43165,chronotype,2047
49955,cigarette,2049
55967,cigarette smoking,2050
55314,circadian,2054
57266,circadian clock,2055
56607,circadian rhythm,2059
46518,circular stapler,2062
57073,circulation,2064
57596,cirrhosis,2067
53729,classification,2085
44760,climacteric,2091
43458,climate change,2092
53504,clinical outcome,2096
48958,clinical papers,2097
57443,clinical study,2106
56117,clinical trial,2107
51447,clock,2109
43762,clock gene,2110
53615,clomiphene citrate,2111
51187,clopidogrel,2112
56963,clozapine,2115
27397,cluster,2116
55533,cluster analysis,2117
38047,clustering,2120
57519,coagulation,2126
51278,cocaine,2129
53247,cocoa,2132
33365,coeliac disease,2139
55288,coffee,2142
57327,cognition,2144
56978,cognitive behavioral therapy,2148
53574,cognitive control,2150
36413,cognitive decline,2151
57106,cognitive function,2159
56701,cognitive impairment,2161
54996,cohen syndrome,2168
57546,cohort,2169
51194,cohort effect,2170
57498,cohort study,2172
18377,cold exposure,2176
56071,colitis,2180
54603,collaboration,2182
55918,collagen,2184
47541,college,2189
40620,college health,2191
54186,college student,2193
34094,colombia,2194
53861,colon,2195
54232,colonoscopy,2200
57247,colorectal cancer,2204
39472,colorectal carcinoma,2205
57498,colorectal neoplasms,2206
57032,colorectal surgery,2209
57368,combination therapy,2214
56835,communication,2232
57583,community,2234
50063,community based,2236
54361,community health,2242
46582,community health workers,2246
52754,community pharmacy,2251
54499,community-based participatory research,2256
52948,commuting,2260
57574,comorbidity,2262
50992,compensation,2270
41889,complement c3,2274
56965,complementary feeding,2275
57054,compliance,2280
57810,complication,2281
57128,computed tomography,2295
54707,computer,2296
55647,computer tomography,2298
36816,computer tomography scan,2299
40028,conditioning,2318
55078,confidence interval,2324
57543,confirmatory factor analysis,2326
56036,confounding,2329
57231,confounding factors,2330
53980,congenital,2333
42817,congenital adrenal hyperplasia,2334
30118,congenital heart disease,2336
54981,congestive heart failure,2340
56977,conjugated linoleic acid,2346
43669,consequences,2354
56317,constipation,2360
54804,consumer behavior,2365
53033,consumption,2373
41906,content analysis,2378
41420,context,2379
33235,continuous,2383
51630,continuous glucose monitoring,2385
57354,continuous positive airway pressure,2386
55269,contraception,2387
51715,contractility,2391
54670,contraction,2392
57317,control,2393
49942,conversion,2402
55901,coping,2410
54571,copper,2412
54736,copper deficiency,2413
50072,cord blood,2415
51311,coronary,2424
42352,coronary angiography,2425
56153,coronary artery,2426
46447,coronary artery bypass,2427
57473,coronary artery bypass graft,2428
46301,coronary artery bypass surgery,2429
50160,coronary artery calcification,2430
54331,coronary artery calcium,2431
57087,coronary artery disease,2433
45435,coronary atherosclerosis,2434
57727,coronary calcification,2435
44603,coronary circulation,2437
47591,coronary heart disease risk,2442
53742,coronary heart disease risk factor,2443
57694,correlation,2452
56648,corticosteroid,2458
57200,corticosterone,2459
56423,corticotropin-releasing factor,2460
55110,corticotropin-releasing hormone,2461
56822,cortisol,2463
55529,cost,2469
50690,cost analysis,2470
57644,cost effectiveness,2471
40625,cost of illness,2473
56835,counseling,2480
41293,c-peptide,2489
57332,craniopharyngioma,2493
56257,craving,2495
57604,c-reactive protein,2498
54134,creatinine,2502
57676,creatinine clearance,2503
48728,creb,2504
57703,critical care,2508
55962,critical illness,2512
46237,croatia,2515
54893,cross-sectional,2526
57611,cross-sectional study,2527
37444,cue reactivity,2545
55801,culture,2552
36671,curcumin,2560
47997,curriculum,2561
51711,cushing,2564
53746,cushing disease,2565
57324,cushing syndrome,2566
55651,cycling,2577
57586,cyclooxygenase,2580
53250,cyclooxygenase-2,2581
48430,cyprus,2590
47554,cystatin c,2592
48058,cysteine,2594
42729,cytochrome p450,2597
57586,cytokine,2599
32048,cytotoxicity,2604
57809,dairy,2612
53348,dairy product,2614
51915,dairy protein,2615
25048,dapagliflozin,2621
56480,data collection,2626
52431,data mining,2628
22957,database,2632
51605,daytime sleepiness,2639
56502,db/db mice,2641
43457,de novo lipogenesis,2645
45143,death,2647
47871,decision making,2649
39176,decomposition,2652
49620,deep brain stimulation,2657
56758,deep vein thrombosis,2658
44479,deficiency,2661
51222,definition,2662
54770,dehydration,2666
56610,dehydroepiandrosterone,2667
55124,delay discounting,2670
56649,delivery,2678
55825,dementia,2684
56012,demographic,2685
45037,demography,2687
48227,denmark,2690
56262,densitometry,2692
57708,dental caries,2693
38261,dependence,2700
33502,depressed mood,2703
57797,depression,2704
56462,depression symptom,2705
52966,depressive disorder,2706
56848,deprivation,2709
36656,dermolipectomy,2712
57153,desaturation,2713
53432,desaturation index,2714
40934,desflurane,2717
54580,detection,2720
57431,determinant,2722
55728,developing country,2733
57661,development,2735
56315,developmental coordination disorder,2738
50529,developmental delay,2739
51651,developmental origins,2741
55742,developmental origins of health and disease,2742
57130,developmental plasticity,2743
57489,developmental programming,2744
51888,dexa,2747
47427,dexamethasone,2748
55098,diabesity,2753
57796,diabetes,2754
56704,diabetes complication,2756
49968,diabetes prevalence,2764
54338,diabetes prevention,2765
51958,diabetes remission,2768
40235,diabetes risk,2769
37371,diabetic cardiomyopathy,2775
45384,diabetic complications,2776
53773,diabetic ketoacidosis,2779
56778,diabetic nephropathy,2780
56675,diabetic neuropathy,2781
52521,diabetic retinopathy,2785
56663,diacylglycerol,2786
30917,diacylglycerol acyltransferase,2787
52406,diacylglycerol acyltransferase 1,2788
57728,diagnosis,2793
55486,diagnostic criteria,2795
35854,diagnostics,2800
54942,dialysis,2801
52976,diaphragm,2803
43477,diastole,2806
56453,diastolic blood pressure,2807
56591,diastolic dysfunction,2808
49765,diastolic function,2809
51959,diastolic heart failure,2810
43155,diazoxide,2812
57605,dichlorodiphenyldichloroethylene,2814
57795,diet,2820
49216,diet composition,2826
46156,diet intervention,2835
55797,diet quality,2839
57467,diet therapy,2845
44843,dietary,2847
49332,dietary acculturation,2848
53173,dietary adherence,2850
33679,dietary assessment,2853
50881,dietary behavior,2854
56493,dietary calcium,2855
47978,dietary carbohydrate,2856
38785,dietary energy density,2862
57739,dietary fat,2863
44714,dietary fatty acid,2866
57572,dietary fiber,2867
47954,dietary guidelines,2868
53843,dietary habit,2871
57808,dietary intake,2874
56687,dietary intervention,2875
53625,dietary modification,2877
56009,dietary pattern,2878
53878,dietary protein,2882
54813,dietary quality,2883
52534,dietary reference intake,2886
54588,dietary restraint,2887
56098,dietary restriction,2888
56961,dietary supplement,2892
52534,dietary survey,2893
52814,dietary treatment,2894
41957,diet-induced obese,2902
51313,diet-induced obese mice,2903
52643,diet-induced obese rat,2904
57615,diet-induced obesity,2905
50767,diet-induced thermogenesis,2906
56639,dieting,2907
56534,dietitian,2908
56518,diets,2909
57143,differentiation,2915
48560,diffusion tensor imaging,2920
44120,digestion,2922
32604,dio mice,2935
56658,dipeptidyl peptidase 4,2939
56712,disability,2949
36038,disability pension,2951
46510,disabled person,2952
53720,discourse,2961
53440,discourse analysis,2962
57771,discrimination,2964
56998,disease,2965
49141,disease prevention,2970
55155,disease progression,2971
53749,disease-free survival,2974
52729,disgust,2977
42055,disinhibited eating,2979
52145,disinhibition,2980
55133,dislocation,2981
47822,disordered eating,2983
57280,disparity,2985
49173,displacement,2988
53273,disposition index,2989
55368,distress,2997
56170,distribution,2999
57309,diuretics,3000
55408,diversity,3004
33066,diverticulitis,3006
53956,dna damage,3012
57325,dna methylation,3016
56605,dna microarray,3017
54074,dna repair,3018
56132,docosahexaenoic acid,3022
54737,doenjang,3025
57508,dog,3026
43360,dohad,3027
41163,donor,3033
55718,dopamine,3034
47399,dopamine receptor,3038
37559,dopamine transporter,3041
45246,doppler,3043
57305,dose-response relationship,3051
48858,dosing,3052
42712,doubly labeled water,3055
56690,down syndrome,3056
54921,drinking,3063
56919,drive for thinness,3065
56687,dropout,3068
55571,drug,3072
41593,drug design,3075
54332,drug discovery,3077
56759,drug therapy,3081
47263,drug treatment,3082
57659,dual-energy x-ray absorptiometry,3092
45641,dumping,3096
55162,dumping syndrome,3097
56496,duodenal switch,3099
31569,duodenal-jejunal bypass,3100
52109,duodenum,3104
40394,duration,3107
45913,dutch eating behavior questionnaire,3110
56879,dysglycemia,3121
57517,dyslipidemia,3123
54536,dyspepsia,3124
57553,dysphagia,3125
44865,dysplasia,3126
57180,dyspnea,3127
57375,early childhood,3133
55172,early detection,3135
31195,early puberty,3153
30898,early weaning,3156
55993,eating,3163
44295,eating attitude,3167
56467,eating behavior,3168
57683,eating disorder,3170
29115,eating disorder inventory,3171
50638,eating frequency,3177
55452,eating habits,3178
54523,eating in the absence of hunger,3180
55459,eating pattern,3182
55775,eating rate,3185
56435,echocardiography,3193
54779,eclampsia,3197
55450,ecological model,3201
37729,ecological momentary assessment,3203
56846,economic burden,3205
55728,economic development,3208
55568,economics,3213
54551,ectopic fat,3218
57457,eczema,3221
54919,edema,3223
31753,ednos,3228
57141,education,3229
57217,educational level,3232
45623,educational status,3235
