art_id,keyword,key_id,art_year
45073,adipocyte,262,2009
38562,adipocyte,262,2009
38688,adipocyte,262,2009
38754,adipocyte,262,2009
40543,adipocyte,262,2009
42243,adipocyte,262,2009
41522,adipocyte,262,2009
43457,adipocyte,262,2009
40828,adipocyte,262,2009
45273,adipocyte differentiation,263,2009
44935,adipocyte differentiation,263,2009
44939,adipocyte,262,2009
40847,adipocyte differentiation,263,2009
44823,adipocyte differentiation,263,2009
41917,adipocyte differentiation,263,2009
42623,adipocyte differentiation,263,2009
39641,adipocyte hypertrophy,267,2009
43201,adipocyte size,269,2009
42537,adipocyte size,269,2009
45494,adipocyte size,269,2009
42167,adipogenesis,272,2009
43447,adipogenesis,272,2009
45216,adipogenesis,272,2009
41818,adipocyte size,269,2009
43678,adipocyte size,269,2009
42760,adipogenesis,272,2009
45671,adipogenesis,272,2009
39033,adipogenesis,272,2009
45123,adipogenesis,272,2009
45936,adipogenesis,272,2009
38852,adipogenesis,272,2009
42796,adipogenesis,272,2009
38874,adipogenesis,272,2009
39870,adipogenesis,272,2009
43098,adipogenesis,272,2009
46078,adipogenesis,272,2009
44930,adipogenesis,272,2009
41541,adipogenesis,272,2009
42497,adipogenesis,272,2009
46404,adipogenesis,272,2009
44999,adipogenesis,272,2009
43081,adipogenesis,272,2009
45935,adipogenesis,272,2009
43871,adipogenesis,272,2009
40956,adipokine,275,2009
40444,adipokine,275,2009
41363,adipokine,275,2009
41366,adipokine,275,2009
44254,adipokine,275,2009
44065,adipokine,275,2009
37358,adipokine,275,2009
43235,adipokine,275,2009
38297,adipokine,275,2009
36949,adipokine,275,2009
45121,adipokine,275,2009
43355,adipokine,275,2009
43438,adipokine,275,2009
42800,adipokine,275,2009
40166,adipokine,275,2009
37710,adipokine,275,2009
45169,adipokine,275,2009
45212,adipokine,275,2009
45570,adipokine,275,2009
43171,adipokine,275,2009
41703,adipokine,275,2009
41614,adipokine,275,2009
41339,adipokine,275,2009
41342,adipokine,275,2009
41388,adipokine,275,2009
41963,adipokine,275,2009
42444,adipokine,275,2009
40443,adipokine,275,2009
38869,adipokine,275,2009
37850,adipokine,275,2009
37853,adipokine,275,2009
37389,adipokine,275,2009
44780,adipokine,275,2009
43077,adipokine,275,2009
43097,adipokine,275,2009
41694,adipokine,275,2009
44416,adipokine,275,2009
42730,adipokine,275,2009
43904,adipokine,275,2009
43177,adipokine,275,2009
43220,adipokine,275,2009
42839,adipokine,275,2009
37518,adipokine,275,2009
43028,adipokine,275,2009
45092,adipokine,275,2009
45561,adipokine,275,2009
46448,adipokine,275,2009
41848,adipokine,275,2009
45509,adipokine,275,2009
43551,adipokine,275,2009
39581,adipokine,275,2009
41341,adipokine,275,2009
40826,adipokine,275,2009
40537,adipokine,275,2009
38144,adipokine,275,2009
43076,adipokine,275,2009
45483,adipokine,275,2009
40013,adipokine,275,2009
41971,adipokine,275,2009
45717,adipokine,275,2009
43038,adipokine,275,2009
40888,adipokine,275,2009
43416,adipokine,275,2009
43822,adipokine,275,2009
40058,adipokine,275,2009
38206,adipokine,275,2009
38922,adipokine,275,2009
42669,adipokine,275,2009
44114,adipokine,275,2009
43668,adipokine,275,2009
43201,adipokine,275,2009
45222,adipokine,275,2009
37519,adipokine,275,2009
44138,adipokine,275,2009
43053,adipokine,275,2009
42243,adipokine,275,2009
40182,adipokine,275,2009
44819,adipokine,275,2009
36796,adipokine,275,2009
39286,adipokine,275,2009
40848,adipokine,275,2009
40791,adipokine,275,2009
39134,adipokine,275,2009
41338,adipokine,275,2009
41492,adipokine,275,2009
42537,adipokine,275,2009
42912,adipokine,275,2009
43304,adipokine,275,2009
44853,adipokine,275,2009
45488,adipokine,275,2009
44065,adiponectin,278,2009
42230,adiponectin,278,2009
42256,adiponectin,278,2009
44981,adiponectin,278,2009
41769,adiponectin,278,2009
46149,adiponectin,278,2009
45977,adiponectin,278,2009
39445,adiponectin,278,2009
39597,adiponectin,278,2009
39677,adiponectin,278,2009
39680,adiponectin,278,2009
36949,adiponectin,278,2009
39548,adiponectin,278,2009
43183,adiponectin,278,2009
43229,adiponectin,278,2009
37422,adipokine,275,2009
44314,adiponectin,278,2009
45651,adiponectin,278,2009
45994,adiponectin,278,2009
45482,adiponectin,278,2009
42674,adiponectin,278,2009
42310,adiponectin,278,2009
42313,adiponectin,278,2009
44646,adiponectin,278,2009
43862,adiponectin,278,2009
41987,adiponectin,278,2009
42817,adiponectin,278,2009
42688,adiponectin,278,2009
45350,adiponectin,278,2009
38586,adiponectin,278,2009
36923,adiponectin,278,2009
46343,adiponectin,278,2009
46366,adiponectin,278,2009
44957,adiponectin,278,2009
40197,adiponectin,278,2009
42401,adiponectin,278,2009
42258,adiponectin,278,2009
43108,adiponectin,278,2009
43148,adiponectin,278,2009
43400,adiponectin,278,2009
43792,adiponectin,278,2009
43827,adiponectin,278,2009
44236,adiponectin,278,2009
45570,adiponectin,278,2009
45707,adiponectin,278,2009
45212,adiponectin,278,2009
45129,adiponectin,278,2009
37853,adiponectin,278,2009
38643,adiponectin,278,2009
38766,adiponectin,278,2009
37847,adiponectin,278,2009
36802,adiponectin,278,2009
39247,adiponectin,278,2009
44416,adiponectin,278,2009
41336,adiponectin,278,2009
39991,adiponectin,278,2009
42779,adiponectin,278,2009
42693,adiponectin,278,2009
42994,adiponectin,278,2009
45524,adiponectin,278,2009
44780,adiponectin,278,2009
40183,adiponectin,278,2009
40566,adiponectin,278,2009
38820,adiponectin,278,2009
37990,adiponectin,278,2009
37518,adiponectin,278,2009
39879,adiponectin,278,2009
43626,adiponectin,278,2009
44368,adiponectin,278,2009
42776,adiponectin,278,2009
46365,adiponectin,278,2009
40686,adiponectin,278,2009
41064,adiponectin,278,2009
41081,adiponectin,278,2009
41155,adiponectin,278,2009
39581,adiponectin,278,2009
43617,adiponectin,278,2009
43325,adiponectin,278,2009
43110,adiponectin,278,2009
43239,adiponectin,278,2009
45784,adiponectin,278,2009
45572,adiponectin,278,2009
44868,adiponectin,278,2009
44934,adiponectin,278,2009
44593,adiponectin,278,2009
44599,adiponectin,278,2009
41957,adiponectin,278,2009
42687,adiponectin,278,2009
42810,adiponectin,278,2009
44129,adiponectin,278,2009
41293,adiponectin,278,2009
38442,adiponectin,278,2009
44141,adiponectin,278,2009
44161,adiponectin,278,2009
45483,adiponectin,278,2009
45034,adiponectin,278,2009
44905,adiponectin,278,2009
46099,adiponectin,278,2009
43185,adiponectin,278,2009
44015,adiponectin,278,2009
43889,adiponectin,278,2009
39377,adiponectin,278,2009
41970,adiponectin,278,2009
43822,adiponectin,278,2009
44097,adiponectin,278,2009
41249,adiponectin,278,2009
41120,adiponectin,278,2009
40502,adiponectin,278,2009
45208,adiponectin,278,2009
46267,adiponectin,278,2009
38206,adiponectin,278,2009
45952,adiponectin,278,2009
46055,adiponectin,278,2009
43433,adiponectin,278,2009
44200,adiponectin,278,2009
42709,adiponectin,278,2009
41730,adiponectin,278,2009
37519,adiponectin,278,2009
38562,adiponectin,278,2009
45263,adiponectin,278,2009
40182,adiponectin,278,2009
44138,adiponectin,278,2009
44496,adiponectin,278,2009
46411,adiponectin,278,2009
45551,adiponectin,278,2009
45743,adiponectin,278,2009
44810,adiponectin,278,2009
44953,adiponectin,278,2009
43150,adiponectin,278,2009
42941,adiponectin,278,2009
41827,adiponectin,278,2009
41681,adiponectin,278,2009
41724,adiponectin,278,2009
39134,adiponectin,278,2009
39062,adiponectin,278,2009
38530,adiponectin,278,2009
39466,adiponectin,278,2009
40765,adiponectin,278,2009
40791,adiponectin,278,2009
40748,adiponectin,278,2009
46427,adiponectin,278,2009
39677,adiponectin receptor,282,2009
43862,adiponectin receptor,282,2009
39062,adiponectin receptor,282,2009
43617,adiponectin receptor 1,283,2009
42709,adiponectin receptor 1,283,2009
43617,adiponectin receptor 2,284,2009
42709,adiponectin receptor 2,284,2009
38989,adipose,287,2009
40585,adipose,287,2009
39947,adipose,287,2009
39641,adipose tissue,291,2009
41196,adiposity rebound,306,2009
40134,adjustable gastric band,308,2009
40119,adjustable gastric band,308,2009
39480,adjustable gastric band,308,2009
37394,adjustable gastric band,308,2009
39403,adjustable gastric band,308,2009
42643,adjustable gastric band,308,2009
41314,adjustable gastric banding,309,2009
43590,adjustable gastric banding,309,2009
36785,adjustable gastric banding,309,2009
40735,adjustable gastric banding,309,2009
44278,adjustable gastric banding,309,2009
36904,adjustable gastric banding,309,2009
41873,adjustable gastric banding,309,2009
44616,adjustment,310,2009
41060,adjustment,310,2009
45888,adolescent girl,320,2009
42676,adolescent girl,320,2009
45680,adolescent girl,320,2009
40083,adolescent health,321,2009
45170,adolescent health,321,2009
37055,adolescent health,321,2009
37630,adolescent health,321,2009
38631,adolescent health,321,2009
38096,adolescent health,321,2009
44470,adolescent health,321,2009
41421,adolescent health,321,2009
39438,adolescent health,321,2009
37838,adolescent health,321,2009
37054,adolescent obesity,322,2009
44522,adolescent obesity,322,2009
40612,adolescent obesity,322,2009
40271,adolescent obesity,322,2009
42368,adolescent obesity,322,2009
40267,adolescent obesity,322,2009
37838,adolescent obesity,322,2009
40966,adolescent obesity,322,2009
40083,adolescent,314,2009
45319,adolescent,314,2009
45785,adolescent,314,2009
46209,adolescent,314,2009
46275,adolescent,314,2009
46063,adolescent,314,2009
42920,adolescent,314,2009
43112,adolescent,314,2009
43255,adolescent,314,2009
38214,adolescent,314,2009
38835,adolescent,314,2009
39491,adolescent,314,2009
39514,adolescent,314,2009
39534,adolescent,314,2009
39170,adolescent,314,2009
40553,adolescent,314,2009
41254,adolescent,314,2009
45170,adolescent,314,2009
42791,adolescent,314,2009
44660,adolescent,314,2009
44683,adolescent,314,2009
37258,adolescent,314,2009
39482,adolescent,314,2009
43203,adolescent,314,2009
38357,adolescent,314,2009
37590,adolescent,314,2009
40332,adolescent,314,2009
40269,adolescent,314,2009
41377,adolescent,314,2009
41311,adolescent,314,2009
45439,adolescent,314,2009
46229,adolescent,314,2009
43504,adolescent,314,2009
44632,adolescent,314,2009
44205,adolescent,314,2009
42568,adolescent,314,2009
42247,adolescent,314,2009
44778,adolescent,314,2009
40799,adolescent,314,2009
41011,adolescent,314,2009
40541,adolescent,314,2009
40564,adolescent,314,2009
45347,adolescent,314,2009
45900,adolescent,314,2009
45840,adolescent,314,2009
45754,adolescent,314,2009
45797,adolescent,314,2009
45456,adolescent,314,2009
43710,adolescent,314,2009
39073,adolescent,314,2009
38944,adolescent,314,2009
38881,adolescent,314,2009
42436,adolescent,314,2009
40409,adolescent,314,2009
40380,adolescent,314,2009
42550,adolescent,314,2009
41428,adolescent,314,2009
41508,adolescent,314,2009
42295,adolescent,314,2009
42321,adolescent,314,2009
44302,adolescent,314,2009
43835,adolescent,314,2009
43981,adolescent,314,2009
43984,adolescent,314,2009
43549,adolescent,314,2009
43105,adolescent,314,2009
45490,adolescent,314,2009
45664,adolescent,314,2009
45272,adolescent,314,2009
45942,adolescent,314,2009
46194,adolescent,314,2009
46211,adolescent,314,2009
42919,adolescent,314,2009
44551,adolescent,314,2009
44617,adolescent,314,2009
44763,adolescent,314,2009
38385,adolescent,314,2009
38176,adolescent,314,2009
41196,adolescent,314,2009
41213,adolescent,314,2009
39218,adolescent,314,2009
39361,adolescent,314,2009
38594,adolescent,314,2009
38677,adolescent,314,2009
46280,adolescent,314,2009
36834,adolescent,314,2009
37664,adolescent,314,2009
38634,adolescent,314,2009
37143,adolescent,314,2009
44969,adolescent,314,2009
45461,adolescent,314,2009
42630,adolescent,314,2009
42633,adolescent,314,2009
42012,adolescent,314,2009
39633,adolescent,314,2009
39653,adolescent,314,2009
41631,adolescent,314,2009
44033,adolescent,314,2009
44416,adolescent,314,2009
44439,adolescent,314,2009
44548,adolescent,314,2009
38305,adolescent,314,2009
41156,adolescent,314,2009
40841,adolescent,314,2009
40263,adolescent,314,2009
40372,adolescent,314,2009
37667,adolescent,314,2009
37369,adolescent,314,2009
44923,adolescent,314,2009
44645,adolescent,314,2009
44734,adolescent,314,2009
44582,adolescent,314,2009
42922,adolescent,314,2009
43071,adolescent,314,2009
43646,adolescent,314,2009
43795,adolescent,314,2009
44242,adolescent,314,2009
42284,adolescent,314,2009
42327,adolescent,314,2009
39635,adolescent,314,2009
38917,adolescent,314,2009
38296,adolescent,314,2009
40128,adolescent,314,2009
39959,adolescent,314,2009
40981,adolescent,314,2009
44470,adolescent,314,2009
44238,adolescent,314,2009
41725,adolescent,314,2009
44513,adolescent,314,2009
41530,adolescent,314,2009
39939,adolescent,314,2009
39899,adolescent,314,2009
39721,adolescent,314,2009
42873,adolescent,314,2009
44579,adolescent,314,2009
44745,adolescent,314,2009
45017,adolescent,314,2009
44962,adolescent,314,2009
45174,adolescent,314,2009
45913,adolescent,314,2009
45638,adolescent,314,2009
43276,adolescent,314,2009
36999,adolescent,314,2009
37274,adolescent,314,2009
37640,adolescent,314,2009
37975,adolescent,314,2009
41187,adolescent,314,2009
41141,adolescent,314,2009
41227,adolescent,314,2009
39698,adolescent,314,2009
39057,adolescent,314,2009
37205,adolescent,314,2009
40334,adolescent,314,2009
40354,adolescent,314,2009
40162,adolescent,314,2009
41948,adolescent,314,2009
42206,adolescent,314,2009
44676,adolescent,314,2009
44567,adolescent,314,2009
43886,adolescent,314,2009
45037,adolescent,314,2009
46033,adolescent,314,2009
36907,adolescent,314,2009
37631,adolescent,314,2009
37505,adolescent,314,2009
42225,adolescent,314,2009
41887,adolescent,314,2009
41610,adolescent,314,2009
46313,adolescent,314,2009
46373,adolescent,314,2009
40479,adolescent,314,2009
39901,adolescent,314,2009
40582,adolescent,314,2009
37903,adolescent,314,2009
42517,adolescent,314,2009
39798,adolescent,314,2009
41455,adolescent,314,2009
41584,adolescent,314,2009
44160,adolescent,314,2009
45543,adolescent,314,2009
46433,adolescent,314,2009
38455,adolescent,314,2009
38458,adolescent,314,2009
38092,adolescent,314,2009
38624,adolescent,314,2009
37542,adolescent,314,2009
45348,adolescent,314,2009
45136,adolescent,314,2009
44836,adolescent,314,2009
45311,adolescent,314,2009
45374,adolescent,314,2009
44498,adolescent,314,2009
44306,adolescent,314,2009
40477,adolescent,314,2009
38012,adolescent,314,2009
41135,adolescent,314,2009
39415,adolescent,314,2009
38476,adolescent,314,2009
38267,adolescent,314,2009
44049,adolescent,314,2009
44304,adolescent,314,2009
45818,adolescent,314,2009
45904,adolescent,314,2009
45349,adolescent,314,2009
43136,adolescent,314,2009
40199,adolescent,314,2009
39938,adolescent,314,2009
40493,adolescent,314,2009
40382,adolescent,314,2009
40410,adolescent,314,2009
42577,adolescent,314,2009
42534,adolescent,314,2009
41275,adolescent,314,2009
41389,adolescent,314,2009
41464,adolescent,314,2009
45700,adolescent,314,2009
45703,adolescent,314,2009
45875,adolescent,314,2009
44658,adolescent,314,2009
44661,adolescent,314,2009
44535,adolescent,314,2009
43493,adolescent,314,2009
42835,adolescent,314,2009
42978,adolescent,314,2009
42921,adolescent,314,2009
39217,adolescent,314,2009
39237,adolescent,314,2009
37296,adolescent,314,2009
37319,adolescent,314,2009
44670,adolescent,314,2009
44713,adolescent,314,2009
41040,adolescent,314,2009
40980,adolescent,314,2009
40659,adolescent,314,2009
38358,adolescent,314,2009
42299,adrenal incidentaloma,328,2009
46163,adrenal incidentaloma,328,2009
46266,adrenal,326,2009
46056,adrenal incidentaloma,328,2009
39131,adrenalectomy,330,2009
37567,adrenergic,333,2009
39785,adrenergic,333,2009
37631,adrenergic,333,2009
41332,adrenergic,333,2009
37818,adrenocorticotropic hormone,336,2009
46038,adult obesity,343,2009
42295,adulthood,346,2009
37255,adult,338,2009
36983,adult,338,2009
44955,adult,338,2009
43444,adult,338,2009
45316,adult,338,2009
41228,adult,338,2009
43266,adult,338,2009
40458,adult,338,2009
40171,adult,338,2009
37687,adult,338,2009
37976,adult,338,2009
38591,adult,338,2009
41674,adult,338,2009
42135,adult,338,2009
41139,adult,338,2009
36982,adult,338,2009
36899,adult,338,2009
46153,adult,338,2009
40314,adult,338,2009
42927,adult,338,2009
37293,adult,338,2009
43267,adult,338,2009
38544,adult,338,2009
41647,adult,338,2009
39607,adult,338,2009
41495,adult,338,2009
41040,adult,338,2009
45523,adult,338,2009
43280,advanced glycation end product,347,2009
37049,adverse drug reaction,352,2009
39574,adverse effect,353,2009
39754,adverse effect,353,2009
38554,adverse event,354,2009
42215,adverse event,354,2009
41557,adverse reactions,356,2009
44194,advertising,359,2009
42863,advertising,359,2009
42456,advertising,359,2009
36885,advertising,359,2009
39118,advertising,359,2009
43133,advertising,359,2009
37175,advocacy,360,2009
40890,advocacy,360,2009
46240,aerobic,361,2009
44493,aerobic capacity,362,2009
38619,aerobic capacity,362,2009
39140,aerobic capacity,362,2009
42292,aerobic capacity,362,2009
37404,aerobic exercise,363,2009
42805,aerobic exercise,363,2009
38023,aerobic exercise,363,2009
43731,aerobic fitness,365,2009
40104,aerobic power,367,2009
43987,aerobic training,369,2009
45145,aerobic training,369,2009
40146,africa,377,2009
42969,africa,377,2009
44267,african,379,2009
39957,african american,380,2009
40324,african american,380,2009
40209,african american,380,2009
38878,african american,380,2009
39854,african american,380,2009
39004,african american,380,2009
38188,african american,380,2009
38950,african american,380,2009
37464,african american,380,2009
37779,african american,380,2009
40438,african american,380,2009
37449,african american,380,2009
39018,african american,380,2009
38494,african american,380,2009
38474,african american,380,2009
38385,african american,380,2009
37913,african american,380,2009
40423,african american,380,2009
37180,african american,380,2009
38139,african american,380,2009
41831,african american,380,2009
42979,african american,380,2009
39538,african american,380,2009
39472,african american,380,2009
37171,african american,380,2009
37938,african american,380,2009
39289,african american,380,2009
37440,african american,380,2009
40271,african american,380,2009
40440,african american,380,2009
37760,african american,380,2009
40247,african american,380,2009
40310,african american,380,2009
39626,african american,380,2009
39288,african american,380,2009
39712,african american,380,2009
40067,african american,380,2009
39786,african american,380,2009
39815,african american,380,2009
38109,african american,380,2009
37110,african american,380,2009
37004,african american,380,2009
37724,african american women,381,2009
43515,age,386,2009
43550,age,386,2009
37619,age,386,2009
39276,age,386,2009
38409,age,386,2009
38475,african american women,381,2009
39320,african american women,381,2009
41171,age,386,2009
44016,age,386,2009
43859,age,386,2009
45476,age,386,2009
46340,age,386,2009
46274,age,386,2009
40618,age,386,2009
41408,age,386,2009
42387,age,386,2009
41857,age,386,2009
43772,age,386,2009
39015,age,386,2009
38116,age,386,2009
40511,age,386,2009
38588,age,386,2009
43717,age,386,2009
43205,age,386,2009
44011,age,386,2009
43628,age,386,2009
41183,age,386,2009
38731,age,386,2009
37437,age,386,2009
37024,age,386,2009
37259,age,386,2009
38913,age,386,2009
38707,age,386,2009
41172,age,386,2009
44641,age,386,2009
44715,age at menarche,387,2009
40209,aged,391,2009
38237,aged,391,2009
39421,aged,391,2009
44502,aged,391,2009
42736,aged,391,2009
44871,aged,391,2009
40703,aged,391,2009
43117,aged,391,2009
43118,aged,391,2009
38584,aged,391,2009
39918,aged,391,2009
43166,ageing,392,2009
40171,ageing,392,2009
42902,ageing,392,2009
41073,ageing,392,2009
42618,ageing,392,2009
43645,ageing,392,2009
39071,ageing,392,2009
40109,aging,398,2009
41125,aging,398,2009
39832,ageing,392,2009
44807,ageing,392,2009
43490,ageing,392,2009
45090,aging,398,2009
42213,aging,398,2009
39531,aging,398,2009
39680,aging,398,2009
37919,aging,398,2009
38397,aging,398,2009
37284,aging,398,2009
36820,aging,398,2009
38692,aging,398,2009
38709,aging,398,2009
38861,aging,398,2009
39096,aging,398,2009
42880,aging,398,2009
42648,aging,398,2009
42668,aging,398,2009
36791,aging,398,2009
37873,aging,398,2009
37827,aging,398,2009
39470,aging,398,2009
42361,aging,398,2009
41474,aging,398,2009
41620,aging,398,2009
41637,aging,398,2009
39822,aging,398,2009
40302,aging,398,2009
38874,aging,398,2009
42870,aging,398,2009
42741,aging,398,2009
42340,aging,398,2009
41596,aging,398,2009
43325,aging,398,2009
38164,aging,398,2009
37225,aging,398,2009
43737,aging,398,2009
37459,aging,398,2009
37227,aging,398,2009
