art_id,keyword,art_year,citation,title,author_name,affiliation_1,affiliation_2,country
4638,not defined,2009,61,A catechin-rich beverage improves obesity and blood glucose control in patients with type 2 diabetes,Nagao T; Meguro S; Hase T; Otsuka K; Komikado M; Tokimitsu I; Yamamoto T; Yamamoto K,Biological Science Research Laboratories Kao Corporation; Department of Nutrition Koshien University; Health Care Food Research Laboratories Kao Corporation,Hyogo; Tochigi; Tokyo,Japan
4639,adolescent; children; overweigrowth hormonet; psychopathology; underweigrowth hormonet,2009,23,A community study of psychosocial functioning and weight in young children and adolescents,Drukker M; Wojciechowski F; Feron F; Mengelers R; van Os J,Department of Psychiatry and Neuropsychology South Limburg Mental Health Research and Teaching Network Maastricht University Medical Centre; Department of Psychiatry and Neuropsychology South Limburg Mental Health Research and Teaching Network Maastricht University Medical Centre Maastricht Netherlands Antilles Division of Psychological Medicine Institute of Psychiatry De Crespigny Park; Department of Psychiatry and Neuropsychology South Limburg Mental Health Research and Teaching Network Maastricht University Medical Centre Maastricht Netherlands Antilles Youth Health Care Division Public Health Service South Limburg; Youth Health Care Division Public Health Service South Limburg Location Maastricht Netherlands Department of Social Medicine Faculty of Health Medicine and Life Sciences Maastricht University,Location Maastricht; London; Maastricht,Netherlands; Netherlands Antilles; United Kingdom
4640,not defined,2009,16,A community-based restaurant initiative to increase availability of healthy menu options in Somerville Massachusetts Shape Up Somerville,Economos CD; Folta SC; Goldberg J; Hudson D; Collins J; Baker Z; Lawson E; Nelson M,New Balance Chair in Childhood Nutrition John Hancock Center for Physical Activity and Nutrition Friedman School of Nutrition Science and Policy 150 Harrison Ave Tufts University Boston,MA 02111,USA.
4641,not defined,2009,3,A community-school district-university partnership for assessing physical activity of tweens,McDermott RJ; Nickelson J; Baldwin JA; Bryant CA; Alfonso M; Phillips LM; DeBate RD,Florida Prevention Research Center University of South Florida College of Public Health 13201 Bruce B. Downs Blvd (MDC 056) Tampa,FL 33612,USA.
4642,anesthesia; bariatric surgery; blood pressure,2009,11,A comparison of noninvasive blood pressure measurement on the wrist with invasive arterial blood pressure monitoring in patients undergoing bariatric surgery,Hager H; Mandadi G; Pulley D; Eagon JC; Mascha E; Nutter B; Kurz A,Department of Anesthesiology and General Intensive Care Vienna General Hospital Medical University of Vienna Waehringer Guertel 18-20; Department of Anesthesiology Washington University St. Louis; Department of Outcomes Research Cleveland Clinic Cleveland; Department of Outcomes Research Cleveland Clinic Cleveland OH United States Department of Quantitative Health Sciences Cleveland Clinic Cleveland; Department of Quantitative Health Sciences Cleveland Clinic Cleveland; Department of Surgery Washington University St. Louis,1180 Vienna; MO; OH,Austria; United States
4643,cross-sectional study; europerope; physical act scanivity; waist circumference,2009,41,A cross-sectional analysis of physical activity and obesity indicators in European participants of the EPIC-PANACEA study,Besson H; Ekelund U; Luan J; May AM; Sharp S; Travier N; Agudo A; Slimani N; Rinaldi S; Jenab M; Norat T; Mouw T; Rohrmann S; Kaaks R; Bergmann M; Boeing H; Clavel-Chapelon F; Boutron-Ruault MC; Overvad K; Andreasen EL; Johnsen NF,Cancer Registry Azienda Ospedaliera Civile M.P. Arezzo; Cancer Research UK Epidemiology Unit University of Oxford; Center for Nutrition and Health National Institute of Public Health and the Environment (RIVM); Department of Cardiology Aarhus University Hospital; Department of Clinical and Experimental Medicine Federico II University of Naples; Department of Clinical Sciences Nutrition Epidemiology Lund University; Department of Epidemiology German Institute of Human Nutrition Potsdam-Rehbrücke; Department of Hygiene and Epidemiology Medical School University of Athens Athens Greece Hellenic Health Foundation; Department of Occupational Therapy and Physiotherapy Aarhus University Hospital; Department of Surgery Malmö University Hospital; Division of Epidemiology Public Health and Primary Care Imperial College; Division of Epidemiology Public Health and Primary Care Imperial College London United Kingdom Department of Biomedical Sciences and Human Oncology University of Torino; Epidemiology Department Murcia Health Council CIBER en Epidemioloǵa y Salud Pública (CIBERESP); Epidemiology Methods and Support Group International Agency for Research on Cancer; Epidemiology Prevention and Promotion Health Service Institute of Public Health Navarra; EPOS -IASIS R and D Biomedical Research; ERI 20 Nutrition Hormones and Cancer INSERM- Institut Gustave Roussy; Granada Cancer Registry Andalusian School of Public Health CIBER de Epidemioloǵa y Salud Pública (CIBERESP); Institute of Cancer Epidemiology Danish Cancer Society; Institute of Community Medicine University of Tromsø; Julius Center for Health Sciences and Primary Care University Medical Center Utrecht Utrecht Netherlands Center for Nutrition and Health National Institute of Public Health and the Environment (RIVM); Julius Center for Health Sciences and Primary Care University Medical Center Utrecht Utrecht Netherlands Division of Epidemiology Public Health and Primary Care Imperial College; Lifestyle Environment and Cancer Group International Agency for Research on Cancer; Medical Research Council Epidemiology Unit Institute of Metabolic Science; Medical Research Council Epidemiology Unit Institute of Metabolic Science Cambridge United Kingdom Julius Center for Health Sciences and Primary Care University Medical Center Utrecht Utrecht Netherlands MRC Epidemiology Unit Institute of Metabolic Science Box 285 Addenbrookes Hospital Hills Road; Molecular and Nutritional Epidemiology Unit I S P O (Cancer Research and Prevention Institute); Nutritional Epidemiology Unit Division of Cancer Epidemiology German Cancer Research Center; Nutritional Epidemiology Unit Fondazione IRCCS Istituto Nazionale Dei Tumori; Population Health Service Health Information Section Public Health Directorate Asturias; Public Health Division of Gipuzkoa CIBER en Epidemioloǵa y Salud Pública (CIBERESP); Unit of Nutrition Environment and Cancer Catalan Institute of Oncology IDIBELL,Aalborg; Athens; Barcelona; Bilthoven; Cambridge; Cambridge CB2 0QQ; Copenhagen; Florence; Granada; Heidelberg; London; Lyon; Malmö; Milan; Murcia; Naples; Nicosia; Nuthetal; Oviedo; Oxford; Pamplona; Ragusa; San Sebastian; Torino; Tromsø; Villejuif,Cyprus; Denmark; France; Germany; Greece; Italy; Netherlands; Norway; Spain; Sweden; United Kingdom
4644,not defined,2009,34,A global framework for action to improve the primary care response to chronic non-communicable diseases A solution to a neglected problem,Maher D; Harries AD; Zachariah R; Enarson D,International Union Against Tuberculosis and Lung Disease; International Union Against Tuberculosis and Lung Disease Old Inn Cottage Vears Lane Colden Common; Medecins Sans Frontieres Medical Department Brussels Operational Centre; Medical Research Council/Uganda Virus Research Institute (MRC/UVRI) Uganda Research Unit on AIDS PO Box 49,Brussels; Entebbe; Paris; Winchester SO21 1TQ,Belgium; France; Uganda; United Kingdom
4645,not defined,2009,15,A health disparities perspective on obesity research,Braveman P,University of California San Francisco-Family &amp; Community Medicine UCSF Box 0900 500 Parnassus Ave MU3E San Francisco,CA 94143-0900,USA.
4647,not defined,2009,18,A longitudinal study of sedentary behavior and overweight in adolescent girls,Treuth MS; Baggett CD; Pratt CA; Going SB; Elder JP; Charneco EY; Webber LS,Department of Biostatistics Tulane University New Orleans; Department of Epidemiology University of North Carolina at Chapel Hill Chapel Hill; Department of Physical Therapy University of Maryland Eastern Shore Princess Anne; Department of Physiology University of Arizona Tucson; Division of Health Promotion and Behavioral Sciences Graduate School of Public Health San Diego State University; Division of Prevention and Population Sciences National Heart Lung and Blood Institute Bethesda,AZ; LA; MD; NC; San Diego,CA; United States
4648,bariatric surgery; gastric bypass; morbid obesity; psychosocial,2009,5,A long-term cross-sectional study on gastric bypass surgery Impact of self-reported past sexual abuse,Buser AT; Lam CS; Poplawski SC,Department of Surgery Barix Clinic Forest Health Medical Center Chicago; Institute of Psychology Illinois Institute of Technology 3101 S. Dearborn Street Chicago,IL; IL 60616,United States
4649,glycaemic index; type 2 diabetes,2009,8,A low-GI diet is associated with a short-term improvement of glycaemic control in Asian patients with type 2 diabetes,Yusof BNM; Talib RA; Kamaruddin NA; Karim NA; Chinna K; Gilbertson H,Department of Medicine Faculty of Medicine University Kebangsaan Malaysia; Department of Nutrition and Dietetics Faculty of Allied Health Sciences University Kebangsaan Malaysia; Department of Nutrition and Dietetics Faculty of Medicine and Health Sciences University Putra Malaysia; Department of Nutrition and Food Services Royal Children Hospital Melbourne Parkville; Department of Statistics Faculty of Information Technology and Quantitative Technique University Technology Mara Shah Alam,43400 Serdang Selangor; Kuala Lumpur; Selangor; VIC,Australia; Malaysia
4650,genetics; metabolism; mouse,2009,14,A missense mutation in the non-neural G-protein -subunit isoforms modulates susceptibility to obesity,Kelly ML; Moir L; Jones L; Whitehill E; Anstee QM; Goldin RD; Hough A; Cheeseman M; Jansson J-O; Peters J; Cox RD,Department of Academic Medicine Imperial College London St Mary's Hospital Campus; Division of Endocrinology Sahlgrenska Hospital Göteborg University; Metabolism and Inflammation Section Diabetes Group Harwell Science and Innovation Campus; Metabolism and Inflammation Section Diabetes Group Harwell Science and Innovation Campus Oxfordshire United Kingdom Diabetes QTL and Modifier Loci Group MRC Mammalian Genetics Unit Harwell; Metabolism and Inflammation Section Diabetes Group Harwell Science and Innovation Campus Oxfordshire United Kingdom Medical Research Council Mary Lyon Centre Harwell Science and Innovation Campus,Goteborg; London; Oxfordshire; Oxfordshire OX11 0RD,Sweden; United Kingdom
4651,complication; gastric bypass; internal hernia; laparoscopy,2009,7,A new type of internal hernia after laparoscopic roux-en-y gastric bypass,Paroz A; Calmes JM; Romy S; Giusti V; Suter M,Department of Visceral Surgery CHUV; Department of Visceral Surgery CHUV Lausanne Switzerland Department of Surgery Hôpital du Chablais; Division of Endocrinology Diabetology and Metabolism CHUV,Aigle 1860; Lausanne,Switzerland
4652,body fat; body weigrowth hormonet; food intake; metabolic rate; obesity,2009,2,A pilot study to evaluate the effect of splanchnic nerve stimulation on body composition and food intake in rats,Wu X; McLaughlin L; Polk JP; Chalasani M; Greenway FL; Zheng J,Human Ecology Department Clinic Unit LSU AgCenter Baton Rouge; Louisiana State University Baton Rouge; Pennington Biomedical Research Center-LSU System Baton Rouge; School of Veterinary Medicine Louisiana State University Baton Rouge; Veterinary Science Department LSU AgCenter Baton Rouge,LA 70803; LA 70808,United States
4653,gastric bypass; morbid obesity,2009,20,A prospective randomized study comparing patients with morbid obesity submitted to laparotomic gastric bypass with or without omentectomy,Csendes A; Maluenda F; Burgos AM,Department of Surgery University Hospital University of Chile; Department of Surgery University Hospital University of Chile Santiago Chile Department of Surgery Hospital J. J. Aguirre Santos Dumont 999,Santiago,Chile
4654,not defined,2009,20,A prospective study of abdominal obesity and coronary artery calcium progression in older adults,Kramer CK; Von Muhlen D; Gross JL; Barrett-Connor E,Division of Epidemiology Department of Family and Preventive Medicine University of California San Diego; Division of Epidemiology Department of Family and Preventive Medicine University of California San Diego CA 92093-0631 United States Endocrine Division Hospital de Clínicas de Porto Alegre/Endocrinology Doctoral Program Universidade Federal do Rio Grande do Sul; Endocrine Division Hospital de Clínicas de Porto Alegre/Endocrinology Doctoral Program Universidade Federal do Rio Grande do Sul,CA 92093-0631; Porto Alegre RS-90050-170,Brazil; United States
4655,not defined,2009,29,A prospective study of overweight physical activity and depressive symptoms in young women,Ball K; Burton NW; Brown WJ,Centre for Physical Activity and Nutrition Research Deakin University Burwood; School of Human Movement Studies University of Queensland Brisbane,QLD; VIC,Australia
4656,not defined,2009,6,A QTL on 12q Influencing an inflammation marker and obesity in white women The NHLBI family heart study,Wu J; Pankow JS; Tracy RP; North KE; Myers RH; Feitosa ME; Province MA; Borecki IB,Department of Epidemiology University of North Carolina at Chapel Hill ChapelHill; Department of Genetics School of Medicine Washington University St. Louis; Department of Neurology Medical Center Boston University Boston; Department of Pathology University of Vermont College of Medicine Colchester VT United States Department of Biochemistry University of Vermont College of Medicine Colchester; Division of Epidemiology and Community Health School of Public Health University of Minnesota Minneapolis,MA; MN; MO; NC; VT,United States
4657,not defined,2009,16,A randomised controlled trial of a community-based healthy lifestyle program for overweight and obese adolescents The Loozit study protocol,Shrewsbury VA; OConnor J; Steinbeck KS; Stevenson K; Lee A; Hill AJ; Kohn MR; Shah S; Torvaldsen S; Baur LA,Academic Unit of Psychiatry and Behavioural Sciences School of Medicine Leeds University; Centre for Medical Psychology and Evidence-Based Decision Making School of Public Health University of Sydney Sydney; Centre for Research into Adolescent's Health Children's Hospital at Westmead Sydney; Endocrinology and Adolescent Medicine Royal Prince Alfred Hospital University of Sydney Sydney; Primary Health Care Education and Research Unit Sydney West Area Health Service Sydney; University of Sydney Clinical School Children's Hospital at Westmead Sydney,Leeds; NSW,Australia; United Kingdom
4658,oxidative stress; type 2 diabetes,2009,14,A randomized clinical trial comparing the effect of basal insulin and inhaled mealtime insulin on glucose variability and oxidative stress,Siegelaar SE; Kulik W; van Lenthe H; Mukherjee R; Hoekstra JBL; DeVries JH,Department of Internal Medicine Academic Medical Center; Laboratory Genetic Metabolic Diseases Academic Medical Center; Statistical Department Pfizer Inc New York,Amsterdam; NY,Netherlands; United States
4659,treatment,2009,19,A randomized double-blind placebo-controlled study of the long-term efficacy and safety of diethylpropion in the treatment of obese subjects,Cercato C; Roizenblatt VA; Leanca CC; Segal A; Lopes Filho AP; Mancini MC; Halpern A,Endocrinology and Metabolism Department Hospital Das Clínicas University of São Paulo Rua Dr Eneas de Carvalho Aguiar 155 5 andar bolco 4B,São Paulo 05403-000,Brazil
4660,not defined,2009,4,A rapid PCR-based method for the identification of ob mutant mice,Ellett JD; Evans ZP; Zhang G; Chavin KD; Spyropoulos DD,Department of Surgery Division of Transplant Medical University of South Carolina Charleston SC United States Department of Microbiology and Immunology Medical University of South Carolina Charleston; Gene Targeting and Knockout Mouse Facility Medical University of South Carolina Charleston; Gene Targeting and Knockout Mouse Facility Medical University of South Carolina Charleston SC United States Department of Pathology Laboratory Medicine Medical University of South Carolina Charleston,SC,United States
4661,complication; gastric bandinging; migration,2009,6,A rare complication after laparoscopic gastric banding Connecting-tube penetration into the hilus of the kidney,Sneijder R; Cense HA; Hunfeld M; Breederveld RS,Department of Surgery Red Cross Hospital Vondellaan 13 Beverwijk,LE 1942,Netherlands
4662,not defined,2009,20,A rare variant in the visfatin gene nampt/pbef1 is associated with protection from obesity,Blakemore AIF; Meyre D; Delplanque J; Vatin V; Lecoeur C; Marre M; Tichet J; Balkau B; Froguel P; Walley AJ,CNRS 8090-Institute of Biology Pasteur Institute; Department of Endocrinology Diabetology and Nutrition Bichat Claude Bernard Hospital; INSERM U780 Villejuif France Univ Paris-Sud; Institut Inter Régionale Pour la Santé; Section of Genomic Medicine Imperial College London Hammersmith Hospital; Section of Genomic Medicine Imperial College London Hammersmith Hospital London United Kingdom CNRS 8090-Institute of Biology Pasteur Institute,La Riche; Lille; London; Orsay; Paris,France; United Kingdom
4663,not defined,2009,26,A reappraisal of diagnosing GH deficiency in adults Role of gender age waist circumference and body mass index,Colao A; Di Somma C; Savastano S; Rota F; Savanelli MC; Aimaretti G; Lombardi G,Department of Molecular and Clinical Endocrinology and Oncology Section of Endocrinology University of Naples Federico II; Section of Endocrinology Department of Clinical and Experimental Medicine University A. Avogadro del Piemonte Orientale,28100 Novara; 80131 Naples,Italy
4664,clinical trial; diabetes mellitus,2009,16,A reduction in severe hypoglycaemia in type 1 diabetes in a randomized crossover study of continuous intraperitoneal compared with subcutaneous insulin infusion,Liebl A; Hoogma R; Renard E; Geelhoed-Duijvestijn P; Klein E; Diglas J; Kessler L; Melki V; Diem P; Brun J-M; Schaepelynck-Belicar P; Frei T,Center for Diabetes and Metabolism Fachklinik; Disetronic Medical Systems AG; Groene Hart Ziekenhuis; Herz- und Diabeteszentrum NRW; Hôpital Civil; Hôpital d'Adultes de la Timone; Hôpital de Rangueil Service de Diabétologie et Endocrinologie; Hôpital du Bocage; Hôpital Lapeyronie; Inselspital Abteilung für Endokrinologie und Diabetologie; Medisch Centrum Haaglanden; Wiener Gebietskrankenkasse,Bad Heilbrunn; Bad Oeynhausen; Bern; Burgdorf; Den Haag; Dijon; Gouda; Marseille; Montpellier; Strasbourg; Toulouse; Vienna,Austria; France; Germany; Netherlands; Switzerland
4665,bariatric surgery,2009,8,A rodent model of adjustable gastric band surgery-implications for the understanding of underlying mechanisms,Kampe J; Brown WA; Stefanidis A; Dixon JB; Oldfield BJ,Department of Physiology Monash University; Department of Surgery Monash University; Obesity Research-School of Primary Care,Melbourne,Australia
4666,diabetes mellitus; metabolic surgery; positron emission tomography,2009,5,A rodent model of metabolic surgery for study of type 2 diabetes and positron emission tomography scanning of beta cell mass,Inabnet III WB; Milone L; Korner J; Durak E; Ahmed L; Pomrantz J; Harris PE; Bessler M,Division of Endocrinology Department of Medicine Columbia University College of Physicians and Surgeons New York; Division of Gastrointestinal and Endocrine Surgery Department of Surgery Columbia University College of Physicians and Surgeons New York; Institute of Comparative Medicine Columbia University College of Physicians and Surgeons New York,NY,United States
4667,bariatric surgery; gastroplasty; intestinal obstruct scanion; morbid obesity; postoperative complicationtion,2009,10,A serious but rare complication of laparoscopic adjustable gastric banding Bowel obstruction due to caecal volvulus,Agahi A; Harle R,Department of General Surgey Royal Hobart Hospital 28 Liverpool Street Hobart; Department of Medical Imaging Royal Hobart Hospital 48 Liverpool Street Hobart,TAS 7000,Australia
4668,childrenhood overweigrowth hormonet; environmental intervention; randomized controlled trial,2009,13,A simple dietary intervention in the school setting decreased incidence of overweight in children,Muckelbauer R; Libuda L; Clausen K; Reinehr T; Kersting M,; Department of Pediatric Nutrion Medicine Vestic Children's Hospital; Research Institute of Child Nutrition Dortmund Germany Forschungsinstitut für Kinderernährung Dortmund Heinstück 11,44225 Dortmund; Research Institute of Child Nutrition Dortmund; University of Witten/Herdecke,Germany
4669,not defined,2009,6,A socioeconomic analysis of obesity and diabetes in New York City,Wallach JB; Rey MJ,New York University Medical Center School of Medicine 545 First Ave Ste 2H New York,NY 10016,USA.
4670,not defined,2009,1,A special role for lawyers in a social norm change movement from tobacco control to childhood obesity prevention,Graff S; Ackerman J,Public Health Law and Policy 2201 Broadway Ste 502 Oakland,CA 94612,USA.
4671,not defined,2009,15,A statewide intervention reduces BMI in adults Shape up rhode island results,Wing RR; Pinto AM; Crane MM; Kumar R; Weinberg BM; Gorin AA,Department of Psychiatry and Human Behavior Warren Alpert Medical School Brown University Providence RI United States Miriam Hospital Providence; Department of Psychology Center for Health Intervention and Prevention University of Connecticut Storrs; Miriam Hospital Providence; Psychology Department Baruch College CUNY New York; Warren Alpert Medical School Brown University Providence,CT; NY; RI,United States
4672,adolescent,2009,13,A structural equation model relating adiposity psychosocial indicators of body image and depressive symptoms among adolescents,Chaiton M; Sabiston C; OLoughlin J; McGrath JJ; Maximova K; Lambert M,Centre de Recherche du CHUM University of Montreal Montreal; Department of Epidemiology and Biostatistics McGill University Montreal; Department of Kinesiology and Physical Education McGill University Montreal; Department of Pediatrics CHU Sainte-Justine and University of Montreal Montreal; Department of Psychology Concordia University Montreal; Department of Public Health Sciences Dalla Lana School of Public Health University of Toronto Toronto ON Canada Department of Public Health Sciences Dalla Lana School of Public Health University of Toronto T509 33 Russell Street Toronto,ON M5S 2S1; QC,Canada
4673,metabolic surgery; morbid obesity; sleeve gastrect scanomy,2009,14,A surgical rat model of sleeve gastrectomy with staple technique Long-term weight loss results,Patrikakos P; Toutouzas KG; Perrea D; Menenakos E; Pantopoulou A; Thomopoulos T; Papadopoulos S; Bramis JI,1st Propaedeutic Surgical Department University of Athens Hippokration Hospital; Laboratory for Experimental Surgery and Surgical Research N.S. Christeas University of Athens,Athens,Greece
4674,not defined,2009,17,A weight loss intervention for African American breast cancer survivors 2006,Stolley MR; Sharp LK; Oh A; Schiffer L,University of Illinois at Chicago 1747 W Roosevelt Rd M/C 275 Chicago,IL 60612,USA.
4675,abdominal obesity; coronary heart disease; ethnic difference,2009,42,Abdominal obesity and the spectrum of global cardiometabolic risks in US adults,Ghandehari H; Le V; Kamal-Bahl S; Bassin SL; Wong ND,Division of Cardiology Heart Disease Prevention Program University of California Irvine; Division of Cardiology Heart Disease Prevention Program University of California Irvine CA United States Heart Disease Prevention Program C240 Medical Sciences University of California Irvine; Global Outcomes Research Merck and Co. Inc. West Point,CA; CA 92697; PA,United States
4676,not defined,2009,15,Abdominal obesity insulin resistance and the metabolic syndrome Contribution of physical activity/exercise,Ross R; Despres J-P,Québec Heart Institute Hôpital Laval Research Centre HôpitalLaval Pavilion Marguerite-DYouville; School of Kinesiology and Health Studies Queens University Kingston,ON; QC,Canada
4677,alanine aminotransferase,2009,14,Abnormal liver function test results are related to metabolic syndrome and BMI in Taiwanese adults without chronic hepatitis B or C,Hsieh M-H; Ho C-K; Hou N-J; Hsieh M-Y; Lin W-Y; Yang J-F; Chiu C-C; Huang J-F; Chang N-C; Wang C-L; Dai C-Y; Chuang W-L; Yu M-L,Department of Occupational and Environmental Medicine Kaohsiung Medical University Hospital; Department of Occupational and Environmental Medicine Kaohsiung Medical University Hospital Kaohsiung Taiwan Department of Internal Medicine Kaohsiung Municipal Hsiao-Kang Hospital; Department of Occupational and Environmental Medicine Kaohsiung Medical University Hospital Kaohsiung Taiwan Hepatobiliary Division Department of Internal Medicine Kaohsiung Medical University Hospital 100 Tzyou 1st Rd Kaohsiung City 807 Taiwan Faculty of Internal Medicine College of Medicine Kaohsiung Medical University; Department of Occupational Medicine Kaohsiung Municipal Hsiao-Kang Hospital; Department of Occupational Medicine Kaohsiung Municipal Hsiao-Kang Hospital Kaohsiung Taiwan Department of Preventive Medicine Kaohsiung Medical University Hospital; Department of Preventive Medicine Kaohsiung Medical University Hospital; Hepatobiliary Division Department of Internal Medicine Kaohsiung Medical University Hospital 100 Tzyou 1st Rd; Hepatobiliary Division Department of Internal Medicine Kaohsiung Medical University Hospital 100 Tzyou 1st Rd Kaohsiung City 807 Taiwan Department of Internal Medicine Kaohsiung Municipal Hsiao-Kang Hospital; Hepatobiliary Division Department of Internal Medicine Kaohsiung Medical University Hospital 100 Tzyou 1st Rd Kaohsiung City 807 Taiwan Department of Preventive Medicine Kaohsiung Medical University Hospital Kaohsiung Taiwan Faculty of Internal Medicine College of Medicine Kaohsiung Medical University; Hepatobiliary Division Department of Internal Medicine Kaohsiung Medical University Hospital 100 Tzyou 1st Rd Kaohsiung City 807 Taiwan Faculty of Internal Medicine College of Medicine Kaohsiung Medical University,Kaohsiung; Kaohsiung City 807,Taiwan
4678,not defined,2009,8,Absence of association between the INSIG2 gene polymorphism rs7566605 and obesity in the European Youth Heart Study EYHS,Vimaleswaran KS; Franks PW; Brage S; Sardinha LB; Andersen LB; Wareham NJ; Ekelund U; Loos RJF,Faculty of Human Movement Technical University of Lisbon; Institute of Sport Science and Clinical Biomechanics University of Southern Denmark; MRC Epidemiology Unit Institute of Metabolic Science; MRC Epidemiology Unit Institute of Metabolic Science Cambridge United Kingdom Department of Public Health and Clinical Medicine Genetic Epidemiology and Clinical Research Group Umeå University Hospital,Cambridge; Lisbon; Odense; Umeå,Denmark; Portugal; Sweden; United Kingdom
4679,not defined,2009,16,Accelerated growth in early life and obesity in preschool chilean children,Kain J; Corvalan C; Lera L; Galvan M; Uauy R,INTA University of Chile; INTA University of Chile Santiago Chile London School of Hygiene and Tropical Medicine; School of Public Health University of Chile,London; Santiago,Chile; United Kingdom
4680,not defined,2009,116,Accuracy and usefulness of BMI measures based on self-reported weight and height Findings from the NHANES  NHIS 2001-2006,Stommel M; Schoenborn CA,CDC/National Center for Health Statistics 3311 Toledo Rd. Hyattsville; College of Nursing Michigan State University W-149 Owen Graduate Center East Lansing,MD 20782; MI 48825-1109,United States
4681,achalasia; gastric bypass; morbid obesity,2009,4,Achalasia and laparoscopic gastric bypass,Ramos AC; Murakami A; Lanzarini EG; Neto MG; Galvao M,Gastro Obeso Center São Paulo,São Paulo,Brazil
