article_id,keyword,key_id,year,title
98981,control of breathing,3392,1986,Influence of morphine on respiratory activities of phrenic and hypoglossal nerves in cats
100248,control of ventilation,3396,1986,Ventilatory response to CO2 in infants with alleged sleep apnoea
100312,crouzon syndrome,3667,1986,Endoscopic observations of obstructive sleep apnea in children with anomalous upper airways predictive and therapeutic value
99001,gaba,5614,1986,Responses of hypoglossal and phrenic nerves to decreased respiratory drive in cats
100215,gastroesophageal reflux,5668,1986,Prevalence and treatment of silent gastro-oesophageal reflux in children with recurrent respiratory disorders
100315,hypoxia,6716,1986,Severe adult hypersomnia - sleep apnea syndrome in craniofacial dysostosis1
99001,hypoglossal nerve,6651,1986,Responses of hypoglossal and phrenic nerves to decreased respiratory drive in cats
98981,hypoglossal nerve,6651,1986,Influence of morphine on respiratory activities of phrenic and hypoglossal nerves in cats
98994,insomnia,7050,1986,Normal sleep disturbed sleep transient and persistent insomnia
98981,opiate,10086,1986,Influence of morphine on respiratory activities of phrenic and hypoglossal nerves in cats
98990,opioid,10087,1986,The role of endogenous peptides in the action of opioid analgesics
100312,palate,10396,1986,Endoscopic observations of obstructive sleep apnea in children with anomalous upper airways predictive and therapeutic value
98981,naloxone,9233,1986,Influence of morphine on respiratory activities of phrenic and hypoglossal nerves in cats
98978,naloxone,9233,1986,Primary central alveolar hypoventilation in a child Early diagnosis during acute illness trials with respiratory stimuli studies related to endorphins
100211,naloxone,9233,1986,Effects of naloxone on apnoea duration during sleep in infants at risk for SIDS
100216,monitoring,8872,1986,Polysomnographic studies and home monitoring of siblings of SIDS victims and of infants with no family history of sudden infant death
98981,morphine,8915,1986,Influence of morphine on respiratory activities of phrenic and hypoglossal nerves in cats
99002,periodic breathing,10649,1986,Are polygraphic and cardiopneumographic respiratory patterns useful tools for predicting the risk for sudden infant death syndrome A 10-year study
100215,ph monitoring,10740,1986,Prevalence and treatment of silent gastro-oesophageal reflux in children with recurrent respiratory disorders
100312,pharynx,15132,1986,Endoscopic observations of obstructive sleep apnea in children with anomalous upper airways predictive and therapeutic value
98995,posture,15174,1986,Posture and the nasal cycle
100257,pulmonary hypertension,11522,1986,Sleep apnea and pulmonary hypertension
100216,sleep,12542,1986,Polysomnographic studies and home monitoring of siblings of SIDS victims and of infants with no family history of sudden infant death
99670,sleep,12542,1986,Performance and sleepiness following moderate sleep disruption and slow wave sleep deprivation
99000,sleep,12542,1986,Performance and sleepiness following moderate sleep disruption and slow wave sleep deprivation
99002,sleep,12542,1986,Are polygraphic and cardiopneumographic respiratory patterns useful tools for predicting the risk for sudden infant death syndrome A 10-year study
100312,robin sequence,12226,1986,Endoscopic observations of obstructive sleep apnea in children with anomalous upper airways predictive and therapeutic value
100348,respiration,11948,1986,Erfassung von Atembewegung mit Hilfe eines dehnungsempfindlichen Aufnehmers auf Basis von Graphitstaub Development of a Granulr Strain Gauge Plethysmograph Intended for Use s a Respiratory Belt
98031,respiration,11948,1986,Erfassung von Atembewegung mit Hilfe eines dehnungsempfindlichen Aufnehmers auf Basis von Graphitstaub Development of a Granulr Strain Gauge Plethysmograph Intended for Use s a Respiratory Belt
99000,sleep deprivation,12586,1986,Performance and sleepiness following moderate sleep disruption and slow wave sleep deprivation
99670,sleep deprivation,12586,1986,Performance and sleepiness following moderate sleep disruption and slow wave sleep deprivation
100325,tongue,15620,1986,Three-dimensional CT reconstructions of tongue and airway in adult subjects with obstructive sleep apnea
100291,tongue,15620,1986,Facial morphology and obstructive sleep apnea
100216,sudden infant death syndrome,12485,1986,Polysomnographic studies and home monitoring of siblings of SIDS victims and of infants with no family history of sudden infant death
100342,sudden infant death syndrome,12485,1986,Polysomnograms and cardiopneumograms in SIDS research
98986,sudden infant death syndrome,12485,1986,Prenatal and postnatal maturation of medullary respiratory centers
99002,sudden infant death syndrome,12485,1986,Are polygraphic and cardiopneumographic respiratory patterns useful tools for predicting the risk for sudden infant death syndrome A 10-year study
97632,theophylline,14850,1987,Caffeine enzyme immunoassay in neonatal and pediatric drug monitoring
100130,theophylline,14850,1987,Caffeine enzyme immunoassay in neonatal and pediatric drug monitoring
125267,theophylline,14850,1987,Caffeine enzyme immunoassay in neonatal and pediatric drug monitoring
100139,tonsillectomy,13395,1987,Efficacy of tonsillectomy and adenoidectomy as an outpatient procedure a preliminary report
100143,sleep fragmentation,16249,1987,Experimental sleep fragmentation in normal subjects
98960,snoring,16381,1987,Snore-induced mallory-weiss syndrome
100114,snoring,16381,1987,Periodic breathing and hypoxia in snorers and controls validation of snoring history and association with blood pressure and obesity
100141,respiratory control,14112,1987,Quantitative Assessment of the Moro Reflex An Attempt to Identity Infants at Risk for SIDS Die quantitative Erfassung des Moro-Reflexes Eine Mglichkeit zur Erfassung von Risikosuglingen fr SIDS
97633,respiratory control,14112,1987,Quantitative Assessment of the Moro Reflex An Attempt to Identity Infants at Risk for SIDS Die quantitative Erfassung des Moro-Reflexes Eine Mglichkeit zur Erfassung von Risikosuglingen fr SIDS
98968,receptor,11752,1987,Ondine curse and the anaesthetist
98908,sleep,12542,1987,Continuous positive airway pressure improves the quality of sleep and oxygenation in obstructive sleep apnea syndrome
97629,pickwickian syndrome,14087,1987,The Aquatic Ape Theory and some common diseases
100125,pickwickian syndrome,14087,1987,Treatment of a 7-year-old boy with obesity-hypoventilation Pickwickian syndrome on a psychosomatic inpatient unit
100118,pickwickian syndrome,14087,1987,The Aquatic Ape Theory and some common diseases
99658,pickwickian syndrome,14087,1987,Treatment of a 7-year-old boy with obesity-hypoventilation Pickwickian syndrome on a psychosomatic inpatient unit
98959,ventricular arrhythmia,13767,1987,Arrhythmogenic properties of disordered breathing during sleep in patients with cardiovascular disorders
99658,morbid obesity,8896,1987,Treatment of a 7-year-old boy with obesity-hypoventilation Pickwickian syndrome on a psychosomatic inpatient unit
100125,morbid obesity,8896,1987,Treatment of a 7-year-old boy with obesity-hypoventilation Pickwickian syndrome on a psychosomatic inpatient unit
125265,monitor,8867,1987,Infant apnea bradycardia and tachycardia monitor based on the Z-80 microprocessor
100132,myotonic dystrophy,9209,1987,Sleep-related breathing impairment in myotonic dystrophy
97633,maturation,8342,1987,Quantitative Assessment of the Moro Reflex An Attempt to Identity Infants at Risk for SIDS Die quantitative Erfassung des Moro-Reflexes Eine Mglichkeit zur Erfassung von Risikosuglingen fr SIDS
100141,maturation,8342,1987,Quantitative Assessment of the Moro Reflex An Attempt to Identity Infants at Risk for SIDS Die quantitative Erfassung des Moro-Reflexes Eine Mglichkeit zur Erfassung von Risikosuglingen fr SIDS
100119,ondine curse,14867,1987,Total colonic aganglionosis Zuelzer-Wilson syndrome and congenital failure of automatic control of ventilation Ondine curse
100128,ondine curse,14867,1987,Congenital central alveolar hypoventilation Ondine curse a case report and review of the literature
100119,neurocristopathy,9483,1987,Total colonic aganglionosis Zuelzer-Wilson syndrome and congenital failure of automatic control of ventilation Ondine curse
100130,neonate,9428,1987,Caffeine enzyme immunoassay in neonatal and pediatric drug monitoring
125267,neonate,9428,1987,Caffeine enzyme immunoassay in neonatal and pediatric drug monitoring
97632,neonate,9428,1987,Caffeine enzyme immunoassay in neonatal and pediatric drug monitoring
98878,nasopharyngeal airway,9355,1987,Obstructive sleep apnea following cleft palate closure
97632,infant,6950,1987,Caffeine enzyme immunoassay in neonatal and pediatric drug monitoring
100130,infant,6950,1987,Caffeine enzyme immunoassay in neonatal and pediatric drug monitoring
125267,infant,6950,1987,Caffeine enzyme immunoassay in neonatal and pediatric drug monitoring
99658,hypoventilation,6702,1987,Treatment of a 7-year-old boy with obesity-hypoventilation Pickwickian syndrome on a psychosomatic inpatient unit
100125,hypoventilation,6702,1987,Treatment of a 7-year-old boy with obesity-hypoventilation Pickwickian syndrome on a psychosomatic inpatient unit
100114,hypoxia,6716,1987,Periodic breathing and hypoxia in snorers and controls validation of snoring history and association with blood pressure and obesity
100143,daytime sleepiness,3788,1987,Experimental sleep fragmentation in normal subjects
100143,arousal threshold,1103,1987,Experimental sleep fragmentation in normal subjects
97629,asthma,1198,1987,The Aquatic Ape Theory and some common diseases
100118,asthma,1198,1987,The Aquatic Ape Theory and some common diseases
97629,allergy,636,1987,The Aquatic Ape Theory and some common diseases
100118,allergy,636,1987,The Aquatic Ape Theory and some common diseases
100127,breath sound,1900,1987,Acoustic apnea monitoring Preliminary results
125265,bradycardia,1832,1987,Infant apnea bradycardia and tachycardia monitor based on the Z-80 microprocessor
97633,brainstem,1878,1987,Quantitative Assessment of the Moro Reflex An Attempt to Identity Infants at Risk for SIDS Die quantitative Erfassung des Moro-Reflexes Eine Mglichkeit zur Erfassung von Risikosuglingen fr SIDS
100141,brainstem,1878,1987,Quantitative Assessment of the Moro Reflex An Attempt to Identity Infants at Risk for SIDS Die quantitative Erfassung des Moro-Reflexes Eine Mglichkeit zur Erfassung von Risikosuglingen fr SIDS
97631,breath sound,1900,1987,Acoustic apnea monitoring Preliminary results
98968,chemoreceptors,2600,1987,Ondine curse and the anaesthetist
100118,cheyne-stokes,2626,1987,The Aquatic Ape Theory and some common diseases
97629,cheyne-stokes,2626,1987,The Aquatic Ape Theory and some common diseases
98963,child,2635,1987,Radiological parameters of the bony nasopharynx and the adenotonsillar size compared with sleep apnea episodes in children
102693,cerebrovascular disease,2514,1988,Sleep apnea as a feature of bulbar stroke
99645,cerebrovascular disease,2514,1988,Sleep apnea as a feature of bulbar stroke
99645,brainstem,1878,1988,Sleep apnea as a feature of bulbar stroke
102693,brainstem,1878,1988,Sleep apnea as a feature of bulbar stroke
99640,breathing,1906,1988,Behavioral control of abnormal breathing in sleep
102810,alveolar hypoventilation,674,1988,Arnold-chiari malformation and paralysis of the diaphragm
102830,alveolar hypoventilation,674,1988,Ondine curse in listeria monocytogenes brain stem encephalitis
102818,adenosine,369,1988,Low dose aminophylline selectively increases upper airway motor activity in normals
102810,arnold chiari malformation,1091,1988,Arnold-chiari malformation and paralysis of the diaphragm
102702,daytime sleepiness,3788,1988,Increased daytime sleepiness and snoring-obstructive sleep apnea syndrome caused by webbing of the soft palate
97613,computed tomography,3198,1988,Computed tomography of the oropharynx in obstructive sleep apnea
97614,computed tomography,3198,1988,Computed tomography of the oropharynx in obstructive sleep apnea
102775,computed tomography,3198,1988,Computed tomography of the oropharynx in obstructive sleep apnea
102802,computed tomography,3198,1988,Computed tomography of the oropharynx in obstructive sleep apnea
102838,cor pulmonale,3425,1988,Cor pulmonale secondary to tonsillar and adenoidal hypertrophy management considerations
102800,coronary heart disease,2582,1988,Stress and the heart The sleep factor
102800,circadian rhythms,2846,1988,Stress and the heart The sleep factor
102700,hypoxia,6716,1988,Sympathetic activation by hypoxia and hypercapnia - implications for sleep apnea
99641,infant,6950,1988,Infants at risk for sudden infant death syndrome SIDS Differential prediction for three siblings of SIDS infants
102700,hypercapnia,6539,1988,Sympathetic activation by hypoxia and hypercapnia - implications for sleep apnea
102750,hurler syndrome,6488,1988,Resolution of obstructive sleep apnea in Hurler syndrome after bone marrow transplanation
102700,hypertension,6451,1988,Sympathetic activation by hypoxia and hypercapnia - implications for sleep apnea
102800,hypertension,6451,1988,Stress and the heart The sleep factor
102653,hypertension,6451,1988,Is high and fluctuating muscle nerve sympathetic activity in the sleep apnoea syndrome of pathogenetic importanee for the development of hypertension
102837,nasopharyngeal stenosis,15259,1988,Upper aerodigestive tract manifestations of cicatricial pemphigoid
102840,nocturnal myoclonus,9657,1988,Nightly variation of periodic leg movements in sleep in middle aged and elderly individuals
97614,oropharynx,10199,1988,Computed tomography of the oropharynx in obstructive sleep apnea
97613,oropharynx,10199,1988,Computed tomography of the oropharynx in obstructive sleep apnea
102802,oropharynx,10199,1988,Computed tomography of the oropharynx in obstructive sleep apnea
102775,oropharynx,10199,1988,Computed tomography of the oropharynx in obstructive sleep apnea
102832,microneurography,8665,1988,Potentiation of sympathetic nerve responses to hypoxia in borderline hypertensive subjects
97612,zolpidem,13938,1988,Zolpidem-polysomnographic study of the effect of a new hypnotic drug in sleep apnea syndrome
102747,zolpidem,13938,1988,Zolpidem-polysomnographic study of the effect of a new hypnotic drug in sleep apnea syndrome
102088,pickwickian syndrome,14087,1988,Obese hypoventilation syndrome of early childhood requiring ventilatory support
102632,pharyngitis,10801,1988,Mast cell pharyngitis as a cause of supraglottic edema
102840,periodic leg movement,10652,1988,Nightly variation of periodic leg movements in sleep in middle aged and elderly individuals
102773,prevalence,11299,1988,Prevalence of sleep apnea syndrome among Swedish men-an epidemiological study
99640,sleep,12542,1988,Behavioral control of abnormal breathing in sleep
102823,rheumatoid arthritis,12170,1988,Upper airway obstruction in patients with rheumatoid arthritis and temporomandibular joint destruction
125259,rheumatoid arthritis,12170,1988,Upper airway obstruction in patients with rheumatoid arthritis and temporomandibular joint destruction
102841,respiration,11948,1988,Periodic cessation of respiratory effort during sleep in adult rats
97612,snoring,16381,1988,Zolpidem-polysomnographic study of the effect of a new hypnotic drug in sleep apnea syndrome
102800,snoring,16381,1988,Stress and the heart The sleep factor
102773,snoring,16381,1988,Prevalence of sleep apnea syndrome among Swedish men-an epidemiological study
102747,snoring,16381,1988,Zolpidem-polysomnographic study of the effect of a new hypnotic drug in sleep apnea syndrome
102702,snoring,16381,1988,Increased daytime sleepiness and snoring-obstructive sleep apnea syndrome caused by webbing of the soft palate
102821,snoring,16381,1988,Obstructive sleep dyspnea Diagnosis and treatment
102804,sleep,12542,1988,Gastrosophageal reflux during sleep in obese patients Reflux gastro-sophagien pendant le sommeil chez lobese
102800,sleep,12542,1988,Stress and the heart The sleep factor
102775,tongue,15620,1988,Computed tomography of the oropharynx in obstructive sleep apnea
102802,tongue,15620,1988,Computed tomography of the oropharynx in obstructive sleep apnea
102088,tracheotomy,14395,1988,Obese hypoventilation syndrome of early childhood requiring ventilatory support
102818,theophylline,14850,1988,Low dose aminophylline selectively increases upper airway motor activity in normals
97614,tongue,15620,1988,Computed tomography of the oropharynx in obstructive sleep apnea
97613,tongue,15620,1988,Computed tomography of the oropharynx in obstructive sleep apnea
102832,sympathetic activity,13131,1988,Potentiation of sympathetic nerve responses to hypoxia in borderline hypertensive subjects
102653,sympathetic activity,13131,1988,Is high and fluctuating muscle nerve sympathetic activity in the sleep apnoea syndrome of pathogenetic importanee for the development of hypertension
99641,sudden infant death syndrome,12485,1988,Infants at risk for sudden infant death syndrome SIDS Differential prediction for three siblings of SIDS infants
102836,sudden infant death syndrome,12485,1988,Clinical manifestations of choanal atresia in infancy
101960,sudden infant death syndrome,12485,1989,Respiratory disturbance during sleep due to adenoid-tonsillar hypertrophy
102369,sleep,12542,1989,Breathing patterns and HbSaO2 changes during nocturnal sleep in patients with Duchenne muscular dystrophy
101825,snoring,16381,1989,Snoring and sleep apnea
101992,snoring,16381,1989,Snoring as a risk factor for sleep-related brain infarction
102436,snoring,16381,1989,Prevalence of every night snoring and obstructive sleep apnoeas among 3069yearold men in Bologna Italy
102352,snoring,16381,1989,Glottic and cervical tracheal narrowing in patients with obstructive sleep apnea
97579,snoring,16381,1989,Glottic and cervical tracheal narrowing in patients with obstructive sleep apnea
99638,snoring,16381,1989,Snoring as a risk factor for sleep-related brain infarction
101926,sleepiness,12700,1989,Automobile accidents in patients with sleep disorders
102397,respiratory control,14112,1989,Respiratory and arousal responses to hypoxia in apnoeic infants reinvestigated
101986,respiratory dysfunction,11987,1989,Gastroesophageal reflux associated with respiratory abnormalities during sleep
102055,respiratory dysfunction,11987,1989,Gastroesophageal reflux incidence and respiratory dysfunction during sleep in infants Treatment with cisapride
