art_id,keyword
96496,oundary energy;finite elements;plant growth;surface growth;thin films
96497,ioimpedance;chest belt monitor;electrocardiogram;mueller maneuver;obstructive sleep apnea;respiration;stroke volume
96498,ommunity;health effects;preventive medicine;residents;responders;world trade center
96499,orta;chronic intermittent hypoxia;endothelin;endothelin receptors
96500,exmedetomidine;intranasal;morbidly obese;obstructive sleep apnea;sedative premedication
96501,pnea;event duration;event morphology;severity;sleep disordered breathing
96502,irway wall remodeling;boundary energy;finite elements;growth;thin films
96503,entral congenital hypoventilation syndrome;diaphragm pacing;pulmonary arterial hypertension
96504,ntermittent hypoxia;melatonin;myocardial infarction;oxidative stress;rats;tempol
96505,buse liability;amphetamine;conditioned place preference;drug combinations;modafinil
96506,idden markov model;respiration monitoring;sleep apnea detection;ultrawideband impulse radio radar
96509,cromegaly;microneurography;reflex cardiovascular control;sympathetic nervous system
96513,em;hill model;human tongue;obstructive sleep apnoea
96514,dditive manufacturing;computeraided designadditive manufacture;dentistry;rapid prototyping;sleep apnea
96515,lassification;linear discriminant analysis;linear regression;obstructive sleep apnea;snoring sound;spectral features
96518,coustical flow estimation;flowsound relationship;obstructive sleep apnea;respiratory flow;sleep;tracheal sound;wakefulness
96519,rossvalidation;multiparametric;multivariate;probabilistic neural network;pulse oximetry;sahs;screening;sleep apnea;spo
96521,nabolic agents;cardiopulmonary reflex;tnf;troponin i
96522,hi;desaturation;duration;odi;severity;sleep apnea
96523,ontinuous positive airway pressure;customization;mask cushion;medical appliances;rapid prototypes;rapid tooling
96524,ttention;daytime sleepiness;driver;neurocognitive function;sleep apnea;traffic safety
96525,fd;mas;mri;osa;pressure drop;upper airway
96528,hi estimation;airflow;pattern recognition;respiratory rate variability;sleep apnoeahypopnoea syndrome
96531,eptin;lu chuan pig model;obstructive;resistin;rosiglitazone;sleep apnea syndrome
96532,ontinuous positive airway pressure;polysomnography;sleep apnea syndrome;telemedicine
96533,utonomic function;computational model;glucoseinsulin regulation;obesity;sleep apnea
96535,lucose variability;obstructive sleep apnea syndrome
96536,ody position;positional obstructive sleep apnea;positional sensor;rematee bumper belt;snoring
96537,nsomnia;orexin receptor antagonist;sleep apnea;suvorexant
96542,istamine h receptor agonist;narcolepsy;pitolisant hydrochloride;schizophrenia;tripolisant hydrochloride
96543,onsolidation;learning;modafinil;plusmaze discriminative avoidance task;retrieval;statedependency
96544,pocynin;chronic intermittent hypoxia;endothelin;hypoxiainduced factora
96545,nhibitory avoidance;iron;memory deficits;modafinil;recognition memory
96546,lood gas monitoring;home care services;hospitalbased;hypoventilation;neuromuscular diseases;rehabilitation;sleep apnea syndromes;transcutaneous
96556,bstructive sleep apnoea;polysomnogram;rheumatoid arthritis;sleep
96562,dherence;continuous positive airway pressure;obstructive sleep apnea syndrome;qualitative content analysis;social support
96571,iomedical signal processing;pattern recognition;snoring sounds
96575,hronic intermittent hypoxia;hypertension;obstructive sleep apnea;sympathoexcitation;systems biology
96576,etabolic syndrome;obesity;polysomnography
96577,icrosensors;respiratory disease;telemedicine;wireless monitoring
96578,ayes classifier;kernel density estimation;sleep apnoea;snoring
96579,mbulatory polygraphy;apneahypopnea index;average desaturation;duration of apnea and hypopnea;sleep apnea
96580,bstructive sleep apnoea;occupational performance;research
96581,utonomic nervous system;parasympathetic;spectral analysis;sympathetic
96582,ourier domain optical coherence tomography;longrange optical coherence tomography;obstructive sleep apnea;optical coherence tomography
96583,eature extraction;feature selection;genetic algorithms;logistic regression;nocturnal pulse oximetry;obstructive sleep apnoea syndrome
96585,paptherapy;electrophysiology;loreta;omega complexity;osas;qeeg
96586,irway;difficult intubation;difficult ventilation;mask
96587,eadache;migraine;psychiatric comorbidities;systemic comorbidities
96589,cg;nighttime electrocardiogram ekg;nighttime heart rate variability;physiological monitoring;textile electrode
96590,mi;mandibular advancement splint;obstructive sleep apnoea;snoring
96591,bstructive sleep apnea;piezoelectric;polysomnography;respiratory effort;respiratory inductive plethysmography
96592,pneahypopnea index;frequency domain analysis;oxygen desaturation index;sahs;sleep apnea
96593,rmodafinil;bipolar disorder;modafinil;pharmacokinetics
96594,leep debt;sleep deprivation;sleep disorders;sleep health;sleep hygiene
96595,therosclerosis;hdl;ldl;obstructive sleep apnea;oxldl;pon
96596,ggregation;congenital central hypoventilation syndrome;e ubiquitin ligase;insoluble fraction;phoxb;polyalanine expansion;ubiquitinproteasome system
96599,ynamic filterbanked features;heart rate variability;obstructive sleep apnea;spectral splitting
96600,pneahypopnea index;polysomnography;sleep apn eahypopnea
96601,ysteinyl leukotriene;cysteinyl leukotriene receptor;inflammation;sleepdisordered breathing;tonsillar hypertrophy
96602,olysomnography;quality of life;rehabilitation;sleep apnea syndromes;spinal cord injuries
96604,dult growth hormone deficiency;eqd;fatigue;fibromyalgia;fiq;growth hormone;igf;pain;safety;vas
96605,rtificial neural networks;combination of experts;discrete wavelet transformation;error correcting output code;feature selection;sleep apnea syndrome;support vector machine recursive feature elimination
96606,ontinuous positive airway pressure;obesity;obstructive sleep apnea;polysomnography;sleep quality
96610,nalgesics;anticoagulant oral therapy;blood diseases;cardiovascular diseases;chronic illnesses;coagulation defects;haematology;heparin;liver cirrhosis;liver dysfunctions;liver failure;medical complications;non steroidal antiinflammatory drugs
96611,rterioles;capillaries;glycocalyx;hemorheology;metformin;microcirculation;pentoxifyllin;pharmacology;vasomotion
96612,iomedical measurement;biomedical monitoring;pressure measurement;reliability;sleep
96613,lectromyography;polysomonography;sleep efficiency;sleepwake estimation
96614,lassifier combination;electrocardiograph;feature selection;hypopnea;machine learning;saturation of peripheral oxygen;sleep apnea
96615,eart rate variability;obstructive sleep apnea;oxygen saturation;paradoxical breathing;respiratory efforts;support vector machines
96616,erodynamic force;fluidstructure interaction;nasal surgery;obstructive sleep apnea
96617,leep apnea;snore sounds;snore time interval
96619,lassification;feature extraction;feature reduction;obstructive sleep apnea;respiratory sounds;sound analysis;tracheal breath sounds
96620,dipocyte;metabolism;microarray;network analysis;oxidative stress;sleep apnea
96621,irway mechanics;apnea;asthma;impedance;lung
96623,iber optic sensors;interferometers;interferometry;optical breathing sensors
96624,arotid body;intermittent hypoxia;oxidative stress;proinflammatory cytokines;sleep apnea
96625,rterial spin labeling;blood oxygenation leveldependent response;carbon dioxide;cerebral blood flow;cerebral metabolic rate for oxygen;functional magnetic resonance imaging;magnetoencephalography;occipital lobe;prefrontal cortex;temporal lobe
96627,pnea;coherence function;eeg classification;mutual information;sleep eeg
96630,pnea detection;ecg analysis;estimated respiration;heart rate variability;sleep stages
96631,alanced steadystate free precession;dixon fatwater separation;noncontrastenhanced mr angiography
96632,yclic adpribose;glucoseinduced insulin secretion;intermittent hypoxia;sleep apnea syndrome
96634,inite element method;genetic algorithm;human upper airway;muscle model;neural control model;tongue
96635,pneahypopnea index;multilayer perceptron neural networks;multiple linear regression;oxygen saturation;regression analysis;sleep apneahypopnea syndrome
96636,aclofen;intrathecal injection;multiple sclerosis;muscle spasticity;rehabilitation;sleep;spinal cord injuries
96637,utonomic nervous system;baroreflex sensitivity;glucose tolerance;heart rate variability;pulse transit time;sleep apnea
96638,utonomic failure;multiple system atrophy;nicotine;orthostatic hypotension
96646,dherence;continuous positive airway pressure;educational program;obstructive sleep apnea syndrome
96666,ommunity pharmacy;continuous positive airways pressure;devices;sleep apnoea;sleep disorders;treatment experience
96669,health;telehealth;telemedicine
96670,denoid hypertrophy;allergic rhinitis;children;fiberoptic;flexible endoscopy;nasal endoscopy;nasal obstruction;paediatric patients;rhinosinusitis;sleep apnoea;snoring
96671,denoid hypertrophy;adenoidectomy;children;microdebrider;nasal endoscopy;nasal obstruction;paediatric patients;powerassisted;sleep apnoea;snoring;transnasal;transoral
96672,reathing route;discriminant analysis;nearest neighbor method;snoring sounds
96673,iscrete wavelet transform;ecgderived respiration;fastfourier transform;heart rate variability;least square support vector machine;obstructive sleep apnea
96675,steoarthritis;rheumatoid arthritis;sleep disorders;sleep quality
96676,irway reconstruction;large eddy simulation;obstructive sleep apnea syndrome;pharyngeal airflow dynamics;surgical treatment effects
96677,ntioxidants and ursodeoxycholic acid;biopsy of liver;insulin sensitizers;lipidlowering drugs;liver transplantation
96678,iosignal processing;obstructive sleep apnea;pulse oximetry;screening;sleep
96680,aroreflex sensitivity;blood pressure variability;heart rate variability;obstructive sleep apnea syndrome
96681,iomedical signal processing;ecg;heart rate variability;osa
96682,ron metabolism;pulmonary arterial hypertension;zincprotoporphyrin
96683,linical user interfaces;fuzzy sets;knowledge acquisition;sleep apnoeahypopnoea syndrome;structural pattern recognition
96685,coustic analysis;bone conduction microphone;envelope curve of sounds;sleep apnea syndrome
96686,ain;physical therapy;rehabilitation;sleep apnea;sleep dysfunction
96687,omputerized detection;flowvolume curve;period amplitude analysis;polysomnography;sleepdisordered breathing
96689,ariatric surgery;efficacy;obesity;safety;weight loss
96690,nflammation;metabolic syndrome x;sleep apnea syndromes;weight loss
96693,ahalanobis distance;obstructive sleep apnea;rough set
96694,pnoia;bifurcation;critical conditions;ideal fluids;perturbations;postcritical analysis;stability;upper airways system
96696,imensional imaging;dynamic computed tomography;obstructive sleep apneahypopnea syndrome;soft palate level;upper airway obstruction
96697,lectroencephalogram;frequency variation;hilberthuang transformation;obstructive sleep apnea syndrome;real time detection
96698,pap;obstructive sleep apnea;pharmacotherapy;targets;treatment
96699,pnea monitor;ecg;home care;smartphone;support vector machines
96700,entral sleep apnea;control of breathing;opioids;references;sleep apnea;sleepdisordered breathing
96701,bstructive sleep apnea;speech processing;speech signals
96702,rtificial neural network;bispectral analysis;eeg signals;obstructive sleep apnea syndrome bicoherence;quadratic phase coupling
96704,pnea;extracellular matrix;muscle;pharynx
96705,ormant frequency;soft palate implant;voice onset time;vowel analysis
96706,mbient recording;respiratory sound analysis;snore sounds;tracheal recording;unsupervised clustering
96707,apillary electrophoresis;cchs;genetic counseling;mosaicism;phoxb;polyala expansions
96708,enzodiazepines;insomnia;melatonin;nonbenzodiazepines;orexin;pharmacotherapy;sleep
96709,ongacting undecanoate testosterone;male hypogonadism;testosterone deficiency syndrome;testosterone replacement therapy;transdermal testosterone formulations
96712,hildhood;obstructive sleep apnea hypopnoea syndrome;thyroid gland function
96713,epressive symptoms;gluteal adipose tissue;obesity;obstructive sleep apnea hypopnea syndrome;polyunsaturated fatty acids
96716,chondroplasia;ceserean section;spinal anesthesia
96719,eart rate variability;pulse rate;sleep apnea
96720,mpulse radio radar;respiratory parameters;sleep apnea;ultrawideband;wireless sensor
96721,rowsydriving;fatigue;illness;medical treatments;road accident risk;sleep disorders
96723,utoregressive model;chronic heart failure;chronic obstructive pulmonary disease;optimal parameter search;particle filter;pulse oximeters;remote health monitoring;respiratory rate extraction;sleep apnea;sudden infant death syndro
96724,pnea;central respiratory control;dichlorvos;organophosphate;prebtzinger complex
96725,pnea hypopnea index;polysomnography;sleep apnea hypopnea syndrome;sleeprelated breathing event
96726,omputational fluid dynamics;functional imaging;mandibular repositioning appliance;obstructive sleep apneahypopnea syndrome;upper airways
96727,agnetic resonance elastography;shear modulus;tongue mechanical properties;viscoelasticity
96729,entral sleep apnea;electrocardiogram;obstructive sleep apnea;respiratory movements;support vector regression
96730,trial fibrillation;congestive heart failure;cpap;electrical stimulation of hypoglossal nerve;oral appliances;systemic hypertension
96732,ack propagation training algorithmslevenberg marquardt;bfgs algorithm;motion artifact;one step secant;powellbeale restarts;scaled conjugate gradient;sleep apnea
96733,ataplexy;followup;narcolepsy;sleep architecture;sodium oxybate;xyrem
96734,iomedical monitoring;cmos technology;contactless sensing;sleep apnea;ultrawideband radar
96737,irst formant;noiserobust linear prediction technique;obstructive sleep apnea;snoring sound
96740,eg;heart rate variability;multivariate gaussian;sleep apnoea
96742,bdominal effort signal;artificial neural networks;discrete wavelet transform;sas;subband energy
96743,entral sleep apnea;ecgderived respiration;multivariate recurrence plot analysis
96745,oherence analysis;eeg;interhemispheric asynchrony;sleep apnea
96748,ody mass index;genetic studies;interleukin;obstructive sleep apnea;single nucleotide polymorphisms
96749,requencydomain analysis;logistic regression;nocturnal pulse oximetry;nonlinear analysis;obstructive sleep apnea;timedomain analysis
96762,ispectrum;electroencephalography;sleep latency;sleepiness
96767,etrended fluctuation analysis;entropy;f slope;symbolic dynamics
96768,etrended fluctuation analysis;heart rate variability;hypoxia;selfsimilarity;wearable sensors
96769,bstructive sleep apnea;portable monitoring;simple snorer;snore sounds;tracheal sounds
96770,mbient recording;breath;classification;obstructive sleep apnea;snore sound;tracheal
96771,iabetes;nocturnal hypotension;nonarteritic anterior ischemic optic neuropathy;nonarteritic ischemic optic neuropathy;nonarteritic posterior optic neuropathy;obstructive sleep apnea
96773,rmodafinil;modafinil;obstructive sleep apnea;pharmacokinetics;systemic exposure
96774,lucosidase inhibitor;intermittent hypoxia;oxidative stress;postprandial hyperglycemia;sleep apnea
96775,omputational fluid dynamics;image processing;optical coherence tomography;sleep apnea;upper airway anatomy
96776,enal cell carcinoma;sunitinib;tumor lysis syndrome
96778,overed body analysis;obscured pose estimation;pose recognition;sleep apnoea
96779,inear discriminant analysis;nonlinear analysis;obstructive sleep apnoea syndrome;oxygen saturation;pattern classification;spectral analysis
96780,ssessment of complexity;data complexity;sample entropy;shannon entropy;system complexity
96781,ariatric surgery;body mass index;excess weight;gastric bypass;hypoxemia;obesity
96783,eg;hyponoea;linear and nonlinear methods;lyapunov;music;sleep
96784,bct images;gaussian kernel blurring filter;pca;upper airway image slices;upper airway segmentation;volumetric upper airway visualization
96785,pnoea detection methods;infant sleep apnoea;infrared motion sensors
96786,mpirical mode decomposition;hilberthuang transform;intrinsic mode function;obstructive sleep apnea;oronasal airway pressure;sleep apnea diagnosis;sleep breathing disorders
96787,ata mining;realtime monitoring;sleep apnea and hypopnea syndrome detection;spo signal analysis
96788,onrestrained dogs;respiratory inductive plethysmography;telemetry
96789,reactive protein;cytokines;inflammation;markers;sleep apnea
96790,affeine targets;networks;obesity;polypharmacy;reactive oxygen species
96792,denoid pad;adenoidal hypertrophy;adenotomy;nasal steroids;steroids
96793,r coefficients;electroencephalogram;least squares support vector machines;sleep apnoea hypopnoea
96796,daptive neurofuzzy inference system;electroencephalogram;sleep apnoea hypopnoea;wavelet coefficients
96797,hildren;decreases in the amplitude fluctuations of pulse photoplethysmography signal;ppg;pulse transit time variability;sleep apnea;timefrequency
96798,ntipsychotic;polysomnography;sleep apnea
96799,utomatic classification;feature extraction;heart rate variability;sleep analysis;timefrequency autoregressive analysis
96800,euromuscular responses;upper airway neuromuscular control
96802,ognition;driving simulation;sleep apnea;spectral analysis
96803,ntihypertensive treatment;refractory hypertension;secondary hypertension;treatment resistance
96804,ypertension;obesity;risk factor interdependence;sleep disorders
96805,mnesia;brain injury;circadian disorder;memory;sleep disturbance;trauma
96806,ndine curse;phoxb gene;rapideyemovement sleep
96808,bstructive sleep apnea;pharynx;physiopathology
96809,rterial compliance;blood pressure;heart rate;modelling;paediatrics;respiratory sleep studies
96811,pnea;capnography;etco;nonintubated;obstructive sleep apnea;polysomnography;respiratory care
96813,cclimatization;acetazolamide;acute mountain sickness;andean;animals at high altitude
96814,ancer;circulating dnarna;diabetes;diagnosis;nucleic acid uptakeexpression;plasmaserum
96815,lood pressure;hypopnoea;noninvasive monitoring;sleep apnoea
96817,ypertension;occupation;shift work;sleep duration;sleepdisordered breathing
96818,erebellum;hypertension;inferior olive projections;sudden infant death syndrome
96819,lomus cells;hyperplasia;sensory longterm facilitation
96821,ata clustering;nocturnal oximetry;nonlinear analysis;obstructive sleep apnoea syndrome;radial basis function neural network
96822,denoidectomy;childhood obesity;lingual tonsils;obstructive sleep apnea;pediatric imaging;tonsillectomy
96823,iomedical optical imaging;endoscopy;optical coherence tomography;sleep apnea;upper airway
96824,rmodafinil;excessive sleepiness;narcolepsy;obstructive sleep apnea;shift work;wake promotion
96825,pnoea;automated detection;compressed waveform;nonlinear filtering;tracheal breathing sound
96826,rousal from sleep;autonomic nervous system;heart rate variability;sleep fragmentation;timefrequency distributions
96827,irway obstruction;neural network;photoplethysmography;pulse oximeter
96828,aspases;cell death;fas receptor;mitochondrial;obese
96830,rashes;driving simulation test;mslt;osas;sleepiness
96831,cetazolamide;closedloop gain;control of breathing;methazolamide;nhe inhibitors
96832,riving performance;driving simulators;eeg;microsleep;obstructive sleep apnea syndrome
96834,hagas disease;cheynestokes respiration;congestive heart failure;gender;sleep apnea
96835,attress;pillow;sleepdisordered breathing
96836,ippocampus;intermittent hypoxia;nitric oxide;potassium channel;sleep apnea;snitrosylation
96837,pap;epworth sleepiness scale;modafinil;obstructive sleep apnea syndrome;placebo effect;residual sleepiness
96840,daptive resonance theory;electroencephalogram;healthy controls;narcolepsy;neural network;obstructive sleep apnea;pupil stage
96842,rousal;excessive daytime sleepiness;locus coeruleus;modafinil;obstructive sleep apnea;pupil
96843,ehaviour;hypothalamus;intermittent hypoxia;plasticity;respiration
96844,oundary layer theory;expiratory flow limitation;finite element modelling;fluidstructure interaction;in vitro experiment;numerical simulation;obstructive sleep apnea;snoring;upper airway
96845,ost analysis;economics;nocturnal pulse oximetry;polysomnography;questionnaire
96846,enioglossus;obstructive sleep apnea syndrome;percutaneous biphasic electrical stimulation;sleep medicine
96847,lassification;esophageal pressure;jaw movement;respiratory effort;sleep apneahypopnea;wavelet
96848,ndothelial nitric oxide synthase;ionomycin;pulmonary hypertension;right ventricular hypertrophy;sleep apnea;vascular remodeling
96849,poptosis;cardiac hypertrophy;obstructive sleep apnea
96850,pnea;human;muscle sympathetic nerve activity;ultrasound
96853,poptosis;comet assay;dna damage;dna repair;obstructive sleep apnea syndrome
96854,obile devices;pattern recognition of physiological signals;sleep apnea;wearable physiological sensors and monitoring
96869,rousal threshold;dial down;effective recruitment threshold;mechanisms
96871,ypocapnia;sleep apnea;sleepdisordered breathing
96876,ormobaric hypoxia;polysomnography;respiratory disturbances;slowwave sleep
96877,irway;children;cine study;magnetic resonance;obstructive sleep apnea
96879,lcohol consumption;oxygen desaturation;sleepdisordered breathing
96880,pneahypopneaindex;central apnea;obstructive apnea;shift work;sleep deprivation
96881,pap;heart failure;hemodynamics
96882,oncontacting;phaseportrait reconstruction method;respiration signal monitoring;sleep apnea;ultrasound attenuation characteristic
96883,ompliance;cpap;hermeneutics;qualitative research;sleep apnea
96884,rterial hypertension;cardiopulmonary exercise test;exercise tolerance;obstructive sleep apnea;oxygen uptake
96885,rain damage;cpap;osas;sleepiness
96886,lood pressure regulation;breath holding;obstructive sleep apnea;shift work
96887,utonomic neuropathy;day time sleepiness;diabetes;obstructive sleep apnea syndrome
96888,ollegiate athlete;hypothenar hammer syndrome;ulnar artery thrombosis
96889,new caledonia;bshanghai;humoral immunity;hypoxia;influenza;obstructive sleep apnea;osa;vaccination;vaccine
96890,ene polymorphism;leptin;leptin receptor;lipids;obstructive sleep apnea
96891,eptin;obstructive sleep apnea syndrome;serum;urine
96892,enioglossus;hyoglossus;pharynx;sleep apnea;tongue muscles
96893,linical prediction rules;data analysis;fuzzy logic;obstructive sleep apnea;typicality measure
96895,ypoglossal nerve;mri;pharynx;respiratory system;sleep apnea
96896,yoid mental distance;mandibular hypoplasia;modified mallampati score;occupational health;pulse oximetry;screening;sleepdisordered breathing;tonsillar hypertrophy
96897,pneahypopnea index;ischemic stroke;sleep related breathing disorder;transient ischemic attack
96898,eg;intermittent hypoxia;respiratory activity
96902,pproximate entropy;heart rate variability;nonlinear signal processing;obstructive sleep apnea;power spectral density;sample entropy
96903,losing pressure;obstructive sleep apnea;pathophysiology;upper airway
96904,lood flow;breath rate;cardiac pulse;facial tracking;humancomputer interaction;sleep apnea;stress;thermal imaging
96907,hemoreflex sensitivity;hypertension;hypoxia;sleep apnea;sympathetic nerve activity
96908,ontrol of breathing;critical closing pressure;longterm facilitation;upper airway resistance
96909,pnoea;computed tomography;malocclusion;mandible;syndrome
96910,lectromyography;mechanomyography;muscle activity;mutual information;pulmonary disease
96912,igherorder statistics;obstructive sleep apnea;snore related sounds;total airways response
96913,utonomic nervous system;baroreflex;closedloop control;heart rate variability;minimal model;respiratory sinus arrhythmia;volterrawiener model
96914,econdary pulmonary hypertension;sildenafil
96915,luidstructure interaction;numerical simulation;obstructive sleep apneahypopnea syndrome;soft palate;threedimensional finite element reconstruction;upper airway
96916,chocardiography;obstructive sleep apnea;right ventricle;tissue doppler imaging
96917,ltitude;microdialysis;skin;sleep apnea syndrome;sympathetic nervous system;vascular resistance
96920,nterior segment;contact lenses;continuous positive airflow pressure machine;obstructive sleep apnea;ocular surface disease
96921,nspiratory resistive loading;sleepdisordered breathing
96926,enioglossus muscle;hypoglossal motor nucleus;obesity;obstructive sleep apnea;serotonin;sleep
96929,cute stroke;neuroprotection;sleep apnea
96930,schemia;obstructive sleep apnea;oxidative stress;thioredoxin
96931,arbon dioxide rebreathing;episodic hypoxia;placebo;ventilatory threshold
96932,enomics;health priorities;healthy people programs;public health informatics
96933,eart failure;limit cycle;respiration;respiratory control;sleep apnea
96934,eglutition;oropharyngeal reflex;sleepdisordered breathing
96935,mplitude modulation;apnea detection;heart rate;multilead ecg;respiratory movements
96936,eural prostheses;recruitment order;selective nerve stimulation
96940,lectrocardiogram;fourier transform;heart rate variability;respiratory waveform;scale transform
96941,ehabilitation;sleep apnea syndromes;spinal cord injuries;tetraplegia
96942,oninvasive ventilation;phase angle;respiratory inductive plethysmography;sleep apnea;spinal muscular atrophy;thoracoabdominal coordination
